season,week,contestant_id,fan_percent,judge_percent,left_contestants,fan_rank,judge_rank,rank_sum,percent_sum,rank_rank,percent_rank,rev_rank_rank,rev_percent_rank,week_rank,season_weeks,voting_method,week_elim,max_week_in_season,rank_rank_is_eliminated,percent_rank_is_eliminated
17,10,Amber Riley_S17,0.2099211451379453,0.2257142857142857,5,4,1,5,0.435635430852231,3,1,3,5,1,11,percentage,1,11,false,false
17,10,Bill Engvall_S17,0.213672115880915,0.17142857142857143,5,2,5,7,0.38510068730948643,4,4,2,2,5,11,percentage,1,11,false,false
17,10,Corbin Bleu_S17,0.21267995407277232,0.21428571428571427,5,3,2,5,0.4269656683584866,2,2,4,4,2,11,percentage,1,11,false,false
17,10,Jack Osbourne_S17,0.21470705336385693,0.20285714285714285,5,1,3,4,0.4175641962209998,1,3,5,3,3,11,percentage,1,11,false,false
17,10,Leah Remini_S17,0.14901973154451106,0.18571428571428572,5,5,4,9,0.3347340172587968,5,5,1,1,4,11,percentage,1,11,true,true
17,11,Amber Riley_S17,0.3092208751449765,0.27365383574062396,4,1,1,2,0.5828747108856005,1,1,4,4,1,11,percentage,4,11,true,true
17,11,Bill Engvall_S17,0.1901172005251912,0.22270771724567986,4,4,4,8,0.41282491777087105,4,4,1,1,4,11,percentage,4,11,true,true
17,11,Corbin Bleu_S17,0.2665885674542399,0.25909655421775135,4,2,2,4,0.5256851216719913,2,2,3,3,2,11,percentage,4,11,true,true
17,11,Jack Osbourne_S17,0.23407335687559125,0.24454189279594477,4,3,3,6,0.478615249671536,3,3,2,2,3,11,percentage,4,11,true,true
18,1,Amy Purdy_S18,0.08686266644125992,0.0916030534351145,12,5,4,9,0.17846571987637444,2,4,11,9,4,10,percentage,1,10,false,false
18,1,Billy Dee Williams_S18,0.09373301044415583,0.05725190839694656,12,1,12,13,0.15098491884110238,8,11,5,2,12,10,percentage,1,10,false,false
18,1,Candace Cameron Bure_S18,0.08489196936222258,0.09541984732824428,12,7,2,9,0.18031181669046686,3,2,10,11,2,10,percentage,1,10,false,false
18,1,Charlie White_S18,0.08286170613738861,0.10305343511450382,12,9,1,10,0.18591514125189243,4,1,9,12,1,10,percentage,1,10,false,false
18,1,Cody Simpson_S18,0.08253577034726285,0.08396946564885496,12,10,6,16,0.16650523599611783,10,7,3,6,6,10,percentage,1,10,false,false
18,1,Danica McKellar_S18,0.08737223679190093,0.0916030534351145,12,4,4,8,0.17897529022701542,1,3,12,10,5,10,percentage,1,10,false,false
18,1,Diana Nyad_S18,0.05667253908642096,0.06870229007633588,12,12,11,23,0.12537482916275683,12,12,1,1,11,10,percentage,1,10,true,true
18,1,Drew Carey_S18,0.07786973021144164,0.08015267175572519,12,11,8,19,0.15802240196716683,11,10,2,3,7,10,percentage,1,10,false,false
18,1,James Maslow_S18,0.08789238917069904,0.08015267175572519,12,3,8,11,0.16804506092642424,5,6,8,7,8,10,percentage,1,10,false,false
18,1,Meryl Davis_S18,0.08411925647040586,0.0916030534351145,12,8,4,12,0.17572230990552035,7,5,6,8,3,10,percentage,1,10,false,false
18,1,NeNe Leakes_S18,0.08587710226516035,0.08015267175572519,12,6,8,14,0.16602977402088553,9,8,4,5,9,10,percentage,1,10,false,false
18,1,Sean Avery_S18,0.08931162327168188,0.07633587786259542,12,2,10,12,0.1656475011342773,6,9,7,4,10,10,percentage,1,10,false,false
18,2,Amy Purdy_S18,0.09706800729747457,0.09836065573770492,11,3,4,7,0.19542866303517947,1,4,11,8,4,10,percentage,2,10,false,false
18,2,Billy Dee Williams_S18,0.07725195570213746,0.06147540983606557,11,10,11,21,0.13872736553820303,11,11,1,1,11,10,percentage,2,10,true,true
18,2,Candace Cameron Bure_S18,0.09926421647876893,0.0860655737704918,11,1,8,9,0.18532979024926072,4,7,8,5,10,10,percentage,2,10,false,false
18,2,Charlie White_S18,0.09466908338383988,0.10245901639344263,11,7,2,9,0.19712809977728252,5,2,7,10,3,10,percentage,2,10,false,false
18,2,Cody Simpson_S18,0.09572335887317092,0.09016393442622951,11,5,6,11,0.18588729329940043,8,6,4,6,6,10,percentage,2,10,false,false
18,2,Danica McKellar_S18,0.09618430803013553,0.09836065573770492,11,4,4,8,0.19454496376784045,2,5,10,7,5,10,percentage,2,10,false,false
18,2,Drew Carey_S18,0.09183213619292213,0.0860655737704918,11,9,8,17,0.17789770996341392,9,9,3,3,9,10,percentage,2,10,false,false
18,2,James Maslow_S18,0.09404169369899355,0.10245901639344263,11,8,2,10,0.1965007100924362,7,3,5,9,1,10,percentage,2,10,false,false
18,2,Meryl Davis_S18,0.09515409051719186,0.10245901639344263,11,6,2,8,0.1976131069106345,3,1,9,11,2,10,percentage,2,10,false,false
18,2,NeNe Leakes_S18,0.09792965517664395,0.0860655737704918,11,2,8,10,0.18399522894713577,6,8,6,4,7,10,percentage,2,10,false,false
18,2,Sean Avery_S18,0.060881494648721605,0.0860655737704918,11,11,8,19,0.1469470684192134,10,10,2,2,8,10,percentage,2,10,true,true
18,3,Amy Purdy_S18,0.11323279003006609,0.1157556270096463,9,4,3,7,0.2289884170397124,2,2,8,8,3,10,percentage,0,10,false,false
18,3,Candace Cameron Bure_S18,0.11435827451371658,0.10289389067524116,9,2,7,9,0.21725216518895774,4,7,6,3,7,10,percentage,0,10,false,false
18,3,Charlie White_S18,0.11300580408184499,0.1157556270096463,9,5,3,8,0.22876143109149127,3,3,7,7,2,10,percentage,0,10,false,false
18,3,Cody Simpson_S18,0.10780569267121493,0.11254019292604502,9,8,6,14,0.22034588559725993,8,6,2,4,6,10,percentage,0,10,false,false
18,3,Danica McKellar_S18,0.11201420264203366,0.1157556270096463,9,6,3,9,0.22776982965167997,5,4,5,6,4,10,percentage,0,10,false,false
18,3,Drew Carey_S18,0.09940407939892335,0.09646302250803858,9,9,9,18,0.19586710190696194,9,9,1,1,9,10,percentage,0,10,false,false
18,3,James Maslow_S18,0.1113097455879876,0.1157556270096463,9,7,3,10,0.2270653725976339,6,5,4,5,5,10,percentage,0,10,false,false
18,3,Meryl Davis_S18,0.11554646165754097,0.12540192926045016,9,1,1,2,0.24094839091799114,1,1,9,9,1,10,percentage,0,10,false,false
18,3,NeNe Leakes_S18,0.11332294941667082,0.09967845659163987,9,3,8,11,0.2130014060083107,7,8,3,2,8,10,percentage,0,10,false,false
18,4,Amy Purdy_S18,0.11455713552201927,0.11447811447811448,9,3,3,6,0.22903525000013375,1,2,9,8,3,10,percentage,0,10,false,false
18,4,Candace Cameron Bure_S18,0.11649612862302573,0.09427609427609428,9,1,9,10,0.21077222289912,6,9,4,1,9,10,percentage,0,10,false,false
18,4,Charlie White_S18,0.11352236050041355,0.1111111111111111,9,4,4,8,0.22463347161152464,4,4,6,6,4,10,percentage,0,10,false,false
18,4,Cody Simpson_S18,0.10651201307949405,0.10437710437710437,9,8,8,16,0.21088911745659844,9,8,1,2,8,10,percentage,0,10,false,false
18,4,Danica McKellar_S18,0.11476138247840785,0.10774410774410774,9,2,6,8,0.2225054902225156,3,5,7,5,6,10,percentage,0,10,false,false
18,4,Drew Carey_S18,0.10086909749217335,0.1111111111111111,9,9,4,13,0.21198020860328445,8,7,2,3,5,10,percentage,0,10,false,false
18,4,James Maslow_S18,0.11029277185000487,0.11784511784511785,9,6,2,8,0.22813788969512272,5,3,5,7,2,10,percentage,0,10,false,false
18,4,Meryl Davis_S18,0.1131837708899035,0.13131313131313133,9,5,1,6,0.24449690220303483,2,1,8,9,1,10,percentage,0,10,false,false
18,4,NeNe Leakes_S18,0.10980533956455744,0.10774410774410774,9,7,6,13,0.21754944730866518,7,6,3,4,7,10,percentage,0,10,false,false
18,5,Amy Purdy_S18,0.11601917527860826,0.11490683229813664,9,6,3,9,0.23092600757674492,6,3,4,7,4,10,percentage,1,10,false,false
18,5,Candace Cameron Bure_S18,0.11973256688257584,0.10869565217391304,9,1,7,8,0.22842821905648888,4,7,6,3,7,10,percentage,1,10,false,false
18,5,Charlie White_S18,0.11582020505645355,0.11490683229813664,9,7,3,10,0.2307270373545902,7,4,3,6,3,10,percentage,1,10,false,false
18,5,Cody Simpson_S18,0.06495184273106094,0.10559006211180125,9,9,8,17,0.1705419048428622,9,9,1,1,8,10,percentage,1,10,true,true
18,5,Danica McKellar_S18,0.1168679008456288,0.12111801242236025,9,4,2,6,0.23798591326798907,1,2,9,8,2,10,percentage,1,10,false,false
18,5,Drew Carey_S18,0.1137491935247794,0.08695652173913043,9,8,9,17,0.20070571526390985,8,8,2,2,9,10,percentage,1,10,false,false
18,5,James Maslow_S18,0.11647837852089274,0.12422360248447205,9,5,1,6,0.24070198100536477,2,1,8,9,1,10,percentage,1,10,false,false
18,5,Meryl Davis_S18,0.1183339038006785,0.11180124223602485,9,2,5,7,0.23013514603670335,3,5,7,5,5,10,percentage,1,10,false,false
18,5,NeNe Leakes_S18,0.11804683335932112,0.11180124223602485,9,3,5,8,0.22984807559534598,5,6,5,4,6,10,percentage,1,10,false,false
18,6,Amy Purdy_S18,0.12819280608937894,0.1347517730496454,8,7,2,9,0.26294457913902436,6,2,3,7,2,10,percentage,1,10,false,false
18,6,Candace Cameron Bure_S18,0.1323541125006412,0.11347517730496454,8,2,7,9,0.24582928980560573,5,7,4,2,7,10,percentage,1,10,false,false
18,6,Charlie White_S18,0.13149755953872164,0.1276595744680851,8,3,3,6,0.25915713400680673,1,3,8,6,3,10,percentage,1,10,false,false
18,6,Danica McKellar_S18,0.13115700220604296,0.1276595744680851,8,4,3,7,0.25881657667412805,3,4,6,5,4,10,percentage,1,10,false,false
18,6,Drew Carey_S18,0.0832215638929006,0.11347517730496454,8,8,7,15,0.19669674119786512,8,8,1,1,8,10,percentage,1,10,true,true
18,6,James Maslow_S18,0.1309755786036781,0.12411347517730496,8,5,5,10,0.25508905378098307,7,5,2,4,5,10,percentage,1,10,false,false
18,6,Meryl Davis_S18,0.1282454861862283,0.14184397163120568,8,6,1,7,0.270089457817434,4,1,5,8,1,10,percentage,1,10,false,false
18,6,NeNe Leakes_S18,0.13435589098240877,0.11702127659574468,8,1,6,7,0.2513771675781534,2,6,7,3,6,10,percentage,1,10,false,false
18,7,Amy Purdy_S18,0.15165834404398723,0.1482213438735178,7,2,2,4,0.299879687917505,1,1,7,7,2,10,percentage,1,10,false,false
18,7,Candace Cameron Bure_S18,0.14934139399627708,0.14624505928853754,7,4,3,7,0.2955864532848146,3,4,5,4,3,10,percentage,1,10,false,false
18,7,Charlie White_S18,0.1489556310174626,0.14031620553359683,7,5,5,10,0.2892718365510594,6,6,2,2,5,10,percentage,1,10,false,false
18,7,Danica McKellar_S18,0.15335360131634812,0.1422924901185771,7,1,4,5,0.2956460914349252,2,3,6,5,4,10,percentage,1,10,false,false
18,7,James Maslow_S18,0.15110900656314702,0.1383399209486166,7,3,6,9,0.28944892751176365,5,5,3,3,6,10,percentage,1,10,false,false
18,7,Meryl Davis_S18,0.1447425283415838,0.1541501976284585,7,6,1,7,0.2988927259700423,4,2,4,6,1,10,percentage,1,10,false,false
18,7,NeNe Leakes_S18,0.10083949472119395,0.13043478260869565,7,7,7,14,0.2312742773298896,7,7,1,1,7,10,percentage,1,10,true,true
18,8,Amy Purdy_S18,0.1738905904176816,0.17699115044247787,6,4,1,5,0.35088174086015944,1,1,6,6,1,10,percentage,1,10,false,false
18,8,Candace Cameron Bure_S18,0.17982567263143887,0.1592920353982301,6,3,5,8,0.33911770802966895,5,5,2,2,5,10,percentage,1,10,false,false
18,8,Charlie White_S18,0.17157196797043806,0.17699115044247787,6,5,1,6,0.34856311841291593,3,2,4,5,2,10,percentage,1,10,false,false
18,8,Danica McKellar_S18,0.11176784695689987,0.168141592920354,6,6,3,9,0.27990943987725386,6,6,1,1,3,10,percentage,1,10,true,true
18,8,James Maslow_S18,0.18032784620707326,0.1592920353982301,6,2,5,7,0.3396198816053033,4,4,3,3,4,10,percentage,1,10,false,false
18,8,Meryl Davis_S18,0.18261607581646883,0.1592920353982301,6,1,5,6,0.3419081112146989,2,3,5,4,6,10,percentage,1,10,false,false
18,9,Amy Purdy_S18,0.21539069986683015,0.20418848167539266,5,3,2,5,0.41957918154222285,2,2,4,4,2,10,percentage,1,10,false,false
18,9,Candace Cameron Bure_S18,0.22118529321947772,0.18848167539267016,5,1,5,6,0.4096669686121479,3,4,3,2,5,10,percentage,1,10,false,false
18,9,Charlie White_S18,0.1367629786262927,0.19895287958115182,5,5,3,8,0.33571585820744454,5,5,1,1,3,10,percentage,1,10,true,true
18,9,James Maslow_S18,0.21097785775598654,0.19895287958115182,5,4,3,7,0.40993073733713836,4,3,2,3,4,10,percentage,1,10,false,false
18,9,Meryl Davis_S18,0.21568317053141137,0.2094240837696335,5,2,1,3,0.4251072543010449,1,1,5,5,1,10,percentage,1,10,false,false
18,10,Amy Purdy_S18,0.26275147412002003,0.2587209505138384,4,2,2,4,0.5214724246338585,2,2,3,3,2,10,percentage,4,10,true,true
18,10,Candace Cameron Bure_S18,0.2512797266295006,0.22674296916969572,4,3,4,7,0.4780226957991963,3,3,2,2,4,10,percentage,4,10,true,true
18,10,James Maslow_S18,0.17419273105611946,0.2529075649013137,4,4,3,7,0.42710029595743315,4,4,1,1,3,10,percentage,4,10,true,true
18,10,Meryl Davis_S18,0.3117760681943604,0.2616285154151521,4,1,1,2,0.5734045836095125,1,1,4,4,1,10,percentage,4,10,true,true
19,1,Alfonso Ribeiro_S19,0.07838885420766341,0.0967741935483871,13,9,1,10,0.17516304775605052,3,1,11,13,1,11,percentage,1,11,false,false
19,1,Antonio Sabato Jr._S19,0.08191064688489698,0.06720430107526881,13,3,10,13,0.14911494796016578,9,9,5,5,10,11,percentage,1,11,false,false
19,1,Bethany Mota_S19,0.08810183321940249,0.08602150537634409,13,1,3,4,0.17412333859574658,1,2,13,12,4,11,percentage,1,11,false,false
19,1,Betsey Johnson_S19,0.07502961928137863,0.053763440860215055,13,10,13,23,0.1287930601415937,12,12,2,2,13,11,percentage,1,11,false,false
19,1,Janel Parrish_S19,0.0807640738336604,0.07795698924731183,13,4,7,11,0.15872106308097222,4,7,10,7,7,11,percentage,1,11,false,false
19,1,Jonathan Bennett_S19,0.08054857229234065,0.08064516129032258,13,6,6,12,0.16119373358266323,7,6,7,8,6,11,percentage,1,11,false,false
19,1,Lea Thompson_S19,0.07859102317867608,0.08602150537634409,13,8,3,11,0.16461252855502018,5,4,9,10,3,11,percentage,1,11,false,false
19,1,Lolo Jones_S19,0.05068923914009382,0.05913978494623656,13,13,12,25,0.10982902408633038,13,13,1,1,12,11,percentage,1,11,true,true
19,1,Michael Waltrip_S19,0.08439835898222009,0.06720430107526881,13,2,10,12,0.1516026600574889,6,8,8,6,11,11,percentage,1,11,false,false
19,1,Randy Couture_S19,0.07953379424262033,0.08333333333333333,13,7,5,12,0.16286712757595367,8,5,6,9,5,11,percentage,1,11,false,false
19,1,Sadie Robertson_S19,0.08069896925227381,0.0913978494623656,13,5,2,7,0.1720968187146394,2,3,12,11,2,11,percentage,1,11,false,false
19,1,Tavis Smiley_S19,0.07040080999108998,0.07795698924731183,13,12,7,19,0.1483577992384018,10,10,4,4,8,11,percentage,1,11,false,false
19,1,Tommy Chong_S19,0.0709442054936836,0.07258064516129033,13,11,9,20,0.14352485065497395,11,11,3,3,9,11,percentage,1,11,false,false
19,2,Alfonso Ribeiro_S19,0.0881716947254997,0.08839779005524862,12,6,4,10,0.1765694847807483,4,4,9,9,4,11,percentage,1,11,false,false
19,2,Antonio Sabato Jr._S19,0.08860100813066472,0.0856353591160221,12,5,5,10,0.17423636724668684,3,5,10,8,6,11,percentage,1,11,false,false
19,2,Bethany Mota_S19,0.09535565362451014,0.09116022099447514,12,1,3,4,0.18651587461898528,1,1,12,12,3,11,percentage,1,11,false,false
19,2,Betsey Johnson_S19,0.07396433645288249,0.07734806629834254,12,11,9,20,0.15131240275122504,11,11,2,2,11,11,percentage,1,11,false,false
19,2,Janel Parrish_S19,0.08367917291821987,0.09392265193370165,12,9,2,11,0.17760182485192152,6,3,7,10,2,11,percentage,1,11,false,false
19,2,Jonathan Bennett_S19,0.08945873168225349,0.08287292817679558,12,4,7,11,0.17233165985904908,5,6,8,7,7,11,percentage,1,11,false,false
19,2,Lea Thompson_S19,0.08442571228510568,0.09668508287292818,12,7,1,8,0.18111079515803385,2,2,11,11,1,11,percentage,1,11,false,false
19,2,Michael Waltrip_S19,0.09511048334576894,0.06629834254143646,12,2,12,14,0.1614088258872054,9,9,4,4,12,11,percentage,1,11,false,false
19,2,Randy Couture_S19,0.09004793218242796,0.07734806629834254,12,3,9,12,0.1673959984807705,7,8,6,5,9,11,percentage,1,11,false,false
19,2,Sadie Robertson_S19,0.08441416063584216,0.0856353591160221,12,8,5,13,0.17004951975186428,8,7,5,6,5,11,percentage,1,11,false,false
19,2,Tavis Smiley_S19,0.04546220387958483,0.07734806629834254,12,12,9,21,0.12281027017792737,12,12,1,1,10,11,percentage,1,11,true,true
19,2,Tommy Chong_S19,0.08130891013723981,0.07734806629834254,12,10,9,19,0.15865697643558235,10,10,3,3,8,11,percentage,1,11,false,false
19,3,Alfonso Ribeiro_S19,0.09473874268005208,0.0906515580736544,11,6,5,11,0.1853903007537065,7,5,5,7,4,11,percentage,1,11,false,false
19,3,Antonio Sabato Jr._S19,0.09607586105596758,0.0821529745042493,11,3,8,11,0.17822883556021688,6,9,6,3,8,11,percentage,1,11,false,false
19,3,Bethany Mota_S19,0.10011710783535546,0.11331444759206799,11,2,1,3,0.21343155542742345,1,1,11,11,2,11,percentage,1,11,false,false
19,3,Betsey Johnson_S19,0.08332092039732474,0.0821529745042493,11,9,8,17,0.16547389490157405,10,10,2,2,9,11,percentage,1,11,false,false
19,3,Janel Parrish_S19,0.09432875540111416,0.11331444759206799,11,7,1,8,0.20764320299318215,2,2,10,10,1,11,percentage,1,11,false,false
19,3,Jonathan Bennett_S19,0.09544058430581011,0.0906515580736544,11,4,5,9,0.1860921423794645,3,3,9,9,6,11,percentage,1,11,false,false
19,3,Lea Thompson_S19,0.0938298372877437,0.08781869688385269,11,8,7,15,0.18164853417159638,9,7,3,5,7,11,percentage,1,11,false,false
19,3,Michael Waltrip_S19,0.10274421067267671,0.07932011331444759,11,1,10,11,0.1820643239871243,5,6,7,6,10,11,percentage,1,11,false,false
19,3,Randy Couture_S19,0.062238822782617186,0.07365439093484419,11,11,11,22,0.13589321371746138,11,11,1,1,11,11,percentage,1,11,true,true
19,3,Sadie Robertson_S19,0.09510045777162023,0.0906515580736544,11,5,5,10,0.18575201584527462,4,4,8,8,5,11,percentage,1,11,false,false
19,3,Tommy Chong_S19,0.0820646998097174,0.09631728045325778,11,10,3,13,0.1783819802629752,8,8,4,4,3,11,percentage,1,11,false,false
19,4,Alfonso Ribeiro_S19,0.10116953277455366,0.125,10,7,1,8,0.22616953277455365,3,1,8,10,1,11,percentage,1,11,false,false
19,4,Antonio Sabato Jr._S19,0.10609803946590358,0.090625,10,4,6,10,0.19672303946590358,4,6,7,5,7,11,percentage,1,11,false,false
19,4,Bethany Mota_S19,0.11453667521023984,0.103125,10,1,5,6,0.21766167521023982,1,3,10,8,5,11,percentage,1,11,false,false
19,4,Betsey Johnson_S19,0.05632362904519026,0.090625,10,10,6,16,0.14694862904519027,9,10,2,1,6,11,percentage,1,11,false,true
19,4,Janel Parrish_S19,0.10240905005646403,0.1125,10,6,4,10,0.21490905005646405,5,5,6,6,4,11,percentage,1,11,false,false
19,4,Jonathan Bennett_S19,0.11017133093557545,0.075,10,3,10,13,0.18517133093557545,8,8,3,3,10,11,percentage,1,11,false,false
19,4,Lea Thompson_S19,0.1034813563007494,0.121875,10,5,2,7,0.2253563563007494,2,2,9,9,2,11,percentage,1,11,false,false
19,4,Michael Waltrip_S19,0.11113014993574659,0.078125,10,2,9,11,0.1892551499357466,6,7,5,4,9,11,percentage,1,11,false,false
19,4,Sadie Robertson_S19,0.10044769539444838,0.115625,10,8,3,11,0.2160726953944484,7,4,4,7,3,11,percentage,1,11,false,false
19,4,Tommy Chong_S19,0.09423254088112887,0.0875,10,9,8,17,0.18173254088112886,10,9,1,2,8,11,percentage,1,11,true,false
19,5,Alfonso Ribeiro_S19,0.11266920781025018,0.12878787878787878,9,4,2,6,0.24145708659812898,2,3,8,7,2,11,percentage,0,11,false,false
19,5,Antonio Sabato Jr._S19,0.1105416813256162,0.10606060606060606,9,7,6,13,0.21660228738622228,8,6,2,4,6,11,percentage,0,11,false,false
19,5,Bethany Mota_S19,0.12378676887445701,0.12121212121212122,9,1,5,6,0.2449988900865782,1,1,9,9,5,11,percentage,0,11,false,false
19,5,Janel Parrish_S19,0.11284788645353962,0.125,9,3,4,7,0.2378478864535396,3,5,7,5,4,11,percentage,0,11,false,false
19,5,Jonathan Bennett_S19,0.11057892523536192,0.09090909090909091,9,6,7,13,0.20148801614445283,7,7,3,3,7,11,percentage,0,11,false,false
19,5,Lea Thompson_S19,0.11078475584627782,0.12878787878787878,9,5,2,7,0.23957263463415662,4,4,6,6,3,11,percentage,0,11,false,false
19,5,Michael Waltrip_S19,0.11704794876412339,0.07575757575757576,9,2,9,11,0.19280552452169913,6,8,4,2,9,11,percentage,0,11,false,false
19,5,Sadie Robertson_S19,0.10765244906791095,0.13636363636363635,9,8,1,9,0.2440160854315473,5,2,5,8,1,11,percentage,0,11,false,false
19,5,Tommy Chong_S19,0.0940903766224635,0.08712121212121213,9,9,8,17,0.18121158874367563,9,9,1,1,8,11,percentage,0,11,false,false
19,6,Alfonso Ribeiro_S19,0.11380623318879314,0.13310580204778158,9,5,1,6,0.24691203523657473,2,1,8,9,1,11,percentage,1,11,false,false
19,6,Antonio Sabato Jr._S19,0.12074633164657374,0.09556313993174062,9,2,8,10,0.21630947157831437,5,7,5,3,8,11,percentage,1,11,false,false
19,6,Bethany Mota_S19,0.12071089629551651,0.12286689419795221,9,3,2,5,0.24357779049346873,1,2,9,8,2,11,percentage,1,11,false,false
19,6,Janel Parrish_S19,0.11256231431063214,0.11262798634812286,9,6,4,10,0.225190300658755,6,6,4,4,4,11,percentage,1,11,false,false
19,6,Jonathan Bennett_S19,0.06772220389475467,0.10921501706484642,9,9,5,14,0.17693722095960107,8,9,2,1,6,11,percentage,1,11,false,true
19,6,Lea Thompson_S19,0.117370886388763,0.10921501706484642,9,4,5,9,0.2265859034536094,4,4,6,6,5,11,percentage,1,11,false,false
19,6,Michael Waltrip_S19,0.12359459674439278,0.10238907849829351,9,1,7,8,0.2259836752426863,3,5,7,5,7,11,percentage,1,11,false,false
19,6,Sadie Robertson_S19,0.11175871985843319,0.11945392491467577,9,7,3,10,0.23121264477310896,7,3,3,7,3,11,percentage,1,11,false,false
19,6,Tommy Chong_S19,0.1117278176721412,0.09556313993174062,9,8,8,16,0.20729095760388183,9,8,1,2,9,11,percentage,1,11,true,false
19,7,Alfonso Ribeiro_S19,0.1290745827784307,0.13152804642166344,8,5,3,8,0.26060262920009414,4,3,5,6,3,11,percentage,1,11,false,false
19,7,Antonio Sabato Jr._S19,0.08302391744504937,0.11411992263056092,8,8,7,15,0.1971438400756103,8,8,1,1,7,11,percentage,1,11,true,true
19,7,Bethany Mota_S19,0.13936628127013173,0.1450676982591876,8,1,1,2,0.28443397952931937,1,1,8,8,1,11,percentage,1,11,false,false
19,7,Janel Parrish_S19,0.12893657156070493,0.12959381044487428,8,6,4,10,0.2585303820055792,6,4,3,5,4,11,percentage,1,11,false,false
19,7,Lea Thompson_S19,0.12911220605113874,0.13539651837524178,8,4,2,6,0.2645087244263805,2,2,7,7,2,11,percentage,1,11,false,false
19,7,Michael Waltrip_S19,0.1389724043423478,0.10831721470019343,8,2,8,10,0.24728961904254124,5,6,4,3,8,11,percentage,1,11,false,false
19,7,Sadie Robertson_S19,0.1302721325977767,0.11992263056092843,8,3,5,8,0.25019476315870515,3,5,6,4,5,11,percentage,1,11,false,false
19,7,Tommy Chong_S19,0.12124190395442035,0.11605415860735009,8,7,6,13,0.23729606256177044,7,7,2,2,6,11,percentage,1,11,false,false
19,8,Alfonso Ribeiro_S19,0.1469168055128823,0.16532258064516128,7,3,2,5,0.3122393861580436,2,3,6,5,2,11,percentage,1,11,false,false
19,8,Bethany Mota_S19,0.15666431693139557,0.16129032258064516,7,1,3,4,0.3179546395120407,1,1,7,7,3,11,percentage,1,11,false,false
19,8,Janel Parrish_S19,0.14262559387127052,0.17338709677419356,7,4,1,5,0.3160126906454641,3,2,5,6,1,11,percentage,1,11,false,false
19,8,Lea Thompson_S19,0.15331293846743518,0.12903225806451613,7,2,5,7,0.28234519653195134,4,5,4,3,5,11,percentage,1,11,false,false
19,8,Michael Waltrip_S19,0.11700308937502123,0.10080645161290322,7,7,7,14,0.21780954098792443,7,7,1,1,7,11,percentage,1,11,true,true
19,8,Sadie Robertson_S19,0.14211718933470155,0.1532258064516129,7,5,4,9,0.29534299578631446,5,4,3,4,4,11,percentage,1,11,false,false
19,8,Tommy Chong_S19,0.14136006650729405,0.11693548387096774,7,6,6,12,0.2582955503782618,6,6,2,2,6,11,percentage,1,11,false,false
19,9,Alfonso Ribeiro_S19,0.17453812187615958,0.17990654205607476,6,5,1,6,0.35444466393223434,3,3,4,4,2,11,percentage,1,11,false,false
19,9,Bethany Mota_S19,0.18523694409984043,0.17289719626168223,6,1,3,4,0.3581341403615227,1,1,6,6,3,11,percentage,1,11,false,false
19,9,Janel Parrish_S19,0.17493838600248085,0.17990654205607476,6,4,1,5,0.3548449280585556,2,2,5,5,1,11,percentage,1,11,false,false
19,9,Lea Thompson_S19,0.11126241372514323,0.16355140186915887,6,6,5,11,0.27481381559430207,6,6,1,1,5,11,percentage,1,11,true,true
19,9,Sadie Robertson_S19,0.17528477666386458,0.1705607476635514,6,3,4,7,0.345845524327416,4,4,3,3,4,11,percentage,1,11,false,false
19,9,Tommy Chong_S19,0.17873935763251222,0.13317757009345793,6,2,6,8,0.31191692772597013,5,5,2,2,6,11,percentage,1,11,false,false
19,10,Alfonso Ribeiro_S19,0.21243981078985824,0.2054794520547945,5,2,3,5,0.41791926284465275,3,3,3,3,3,11,percentage,1,11,false,false
19,10,Bethany Mota_S19,0.2226408975210183,0.20821917808219179,5,1,2,3,0.43086007560321005,1,1,5,5,2,11,percentage,1,11,false,false
19,10,Janel Parrish_S19,0.2074712867565401,0.2136986301369863,5,3,1,4,0.42116991689352645,2,2,4,4,1,11,percentage,1,11,false,false
19,10,Sadie Robertson_S19,0.20658526081392076,0.20273972602739726,5,4,4,8,0.409324986841318,4,4,2,2,4,11,percentage,1,11,false,false
19,10,Tommy Chong_S19,0.15086274411866224,0.16986301369863013,5,5,5,10,0.3207257578172924,5,5,1,1,5,11,percentage,1,11,true,true
19,11,Alfonso Ribeiro_S19,0.31073509609511407,0.255864084998049,4,1,1,2,0.5665991810931631,1,1,4,4,1,11,percentage,4,11,true,true
19,11,Bethany Mota_S19,0.19433201145729886,0.2430708807481466,4,4,4,8,0.4374028922054455,4,4,1,1,4,11,percentage,4,11,true,true
19,11,Janel Parrish_S19,0.23056797141696433,0.24946620355267282,4,3,3,6,0.4800341749696372,3,3,2,2,3,11,percentage,4,11,true,true
19,11,Sadie Robertson_S19,0.26436492103061976,0.2515988307011316,4,2,2,4,0.5159637517317514,2,2,3,3,2,11,percentage,4,11,true,true
20,1,Charlotte McKinney_S20,0.07411809047731678,0.06918238993710692,12,10,11,21,0.1433004804144237,12,12,1,1,12,10,percentage,0,10,false,false
20,1,Chris Soules_S20,0.08962172096823463,0.08176100628930817,12,2,6,8,0.1713827272575428,4,5,9,8,5,10,percentage,0,10,false,false
20,1,Michael Sam_S20,0.09048217514319028,0.08176100628930817,12,1,6,7,0.17224318143249845,3,4,10,9,7,10,percentage,0,10,false,false
