season,week,contestant_id,fan_percent,judge_percent,week_left,fan_rank,judge_rank,rank_rank,rev_rank_rank,percent_rank,rev_percent_rank,week_rank,season_weeks,voting_method,week_elim,max_week_in_season,rank_rank_is_eliminated,percent_rank_is_eliminated,placement_rank_rank,placement_percent_rank
19,8,Michael Waltrip_S19,0.11700308937502123,0.10080645161290322,7,7,7,7,1,7,1,7,11,percentage,1,11,true,true,,
19,8,Sadie Robertson_S19,0.14211718933470155,0.1532258064516129,7,5,4,5,3,4,4,4,11,percentage,1,11,false,false,,
19,8,Tommy Chong_S19,0.14136006650729405,0.11693548387096774,7,6,6,6,2,6,2,6,11,percentage,1,11,false,false,,
19,9,Alfonso Ribeiro_S19,0.17453812187615958,0.17990654205607476,6,5,1,3,4,3,4,2,11,percentage,1,11,false,false,,
19,9,Bethany Mota_S19,0.18523694409984043,0.17289719626168223,6,1,3,1,6,1,6,3,11,percentage,1,11,false,false,,
19,9,Janel Parrish_S19,0.17493838600248085,0.17990654205607476,6,4,1,2,5,2,5,1,11,percentage,1,11,false,false,,
19,9,Lea Thompson_S19,0.11126241372514323,0.16355140186915887,6,6,5,6,1,6,1,5,11,percentage,1,11,true,true,,
19,9,Sadie Robertson_S19,0.17528477666386458,0.1705607476635514,6,3,4,4,3,4,3,4,11,percentage,1,11,false,false,,
19,9,Tommy Chong_S19,0.17873935763251222,0.13317757009345793,6,2,6,5,2,5,2,6,11,percentage,1,11,false,false,,
19,10,Alfonso Ribeiro_S19,0.21243981078985824,0.2054794520547945,5,2,3,3,3,3,3,3,11,percentage,1,11,false,false,,
19,10,Bethany Mota_S19,0.2226408975210183,0.20821917808219179,5,1,2,1,5,1,5,2,11,percentage,1,11,false,false,,
19,10,Janel Parrish_S19,0.2074712867565401,0.2136986301369863,5,3,1,2,4,2,4,1,11,percentage,1,11,false,false,,
19,10,Sadie Robertson_S19,0.20658526081392076,0.20273972602739726,5,4,4,4,2,4,2,4,11,percentage,1,11,false,false,,
19,10,Tommy Chong_S19,0.15086274411866224,0.16986301369863013,5,5,5,5,1,5,1,5,11,percentage,1,11,true,true,,
19,11,Alfonso Ribeiro_S19,0.31073509609511407,0.255864084998049,4,1,1,1,4,1,4,1,11,percentage,4,11,true,true,1,1
19,11,Bethany Mota_S19,0.19433201145729886,0.2430708807481466,4,4,4,4,1,4,1,4,11,percentage,4,11,true,true,4,4
19,11,Janel Parrish_S19,0.23056797141696433,0.24946620355267282,4,3,3,3,2,3,2,3,11,percentage,4,11,true,true,3,3
19,11,Sadie Robertson_S19,0.26436492103061976,0.2515988307011316,4,2,2,2,3,2,3,2,11,percentage,4,11,true,true,2,2
20,1,Charlotte McKinney_S20,0.07411809047731678,0.06918238993710692,12,10,11,12,1,12,1,12,10,percentage,0,10,false,false,,
20,1,Chris Soules_S20,0.08962172096823463,0.08176100628930817,12,2,6,4,9,5,8,5,10,percentage,0,10,false,false,,
20,1,Michael Sam_S20,0.09048217514319028,0.08176100628930817,12,1,6,3,10,4,9,7,10,percentage,0,10,false,false,,
20,1,Nastia Liukin_S20,0.08699488977033118,0.09433962264150944,12,7,3,5,8,3,10,3,10,percentage,0,10,false,false,,
20,1,Noah Galloway_S20,0.06643979672995212,0.08176100628930817,12,12,6,10,2,11,2,6,10,percentage,0,10,false,false,,
20,1,Patti LaBelle_S20,0.08265347388453494,0.07861635220125786,12,9,9,10,2,8,5,10,10,percentage,0,10,false,false,,
20,1,Redfoo_S20,0.08714332201316838,0.06918238993710692,12,6,11,8,4,10,3,11,10,percentage,0,10,false,false,,
20,1,Riker Lynch_S20,0.08826728141448639,0.09748427672955975,12,4,2,2,11,2,11,2,10,percentage,0,10,false,false,,
20,1,Robert Herjavec_S20,0.07262072962941146,0.0880503144654088,12,11,4,7,6,9,4,4,10,percentage,0,10,false,false,,
20,1,Rumer Willis_S20,0.08830650728636016,0.10062893081761007,12,3,1,1,12,1,12,1,10,percentage,0,10,false,false,,
20,1,Suzanne Somers_S20,0.08580830108225969,0.07861635220125786,12,8,9,8,4,7,6,9,10,percentage,0,10,false,false,,
20,1,Willow Shields_S20,0.08754371160075514,0.07861635220125786,12,5,9,6,7,6,7,8,10,percentage,0,10,false,false,,
20,2,Charlotte McKinney_S20,0.08219455373035124,0.07492795389048991,12,9,11,11,2,10,3,11,10,percentage,1,10,false,false,,
20,2,Chris Soules_S20,0.09690217680046317,0.06051873198847262,12,1,12,6,6,9,4,12,10,percentage,1,10,false,false,,
20,2,Michael Sam_S20,0.09043530434135476,0.08069164265129683,12,3,7,4,9,5,8,7,10,percentage,1,10,false,false,,
20,2,Nastia Liukin_S20,0.0897284556972189,0.09798270893371758,12,4,1,1,11,1,12,1,10,percentage,1,10,false,false,,
20,2,Noah Galloway_S20,0.07563476292122129,0.07780979827089338,12,11,10,12,1,11,2,10,10,percentage,1,10,true,false,,
20,2,Patti LaBelle_S20,0.08784026977100719,0.08069164265129683,12,7,7,8,5,7,6,6,10,percentage,1,10,false,false,,
20,2,Redfoo_S20,0.04068275415080873,0.0893371757925072,12,12,5,9,3,12,1,5,10,percentage,1,10,false,true,,
20,2,Riker Lynch_S20,0.08907254503395184,0.09221902017291066,12,5,3,3,10,3,10,4,10,percentage,1,10,false,false,,
20,2,Robert Herjavec_S20,0.08104863084546889,0.08069164265129683,12,10,7,9,3,8,5,8,10,percentage,1,10,false,false,,
20,2,Rumer Willis_S20,0.09162818754342987,0.09221902017291066,12,2,3,1,11,2,11,3,10,percentage,1,10,false,false,,
20,2,Suzanne Somers_S20,0.08793429597914132,0.08069164265129683,12,6,7,6,6,6,7,9,10,percentage,1,10,false,false,,
20,2,Willow Shields_S20,0.0868980631855828,0.09221902017291066,12,8,3,5,8,4,9,2,10,percentage,1,10,false,false,,
20,3,Charlotte McKinney_S20,0.05978448689209239,0.07028753993610223,11,11,10,11,1,11,1,10,10,percentage,1,10,true,true,,
20,3,Chris Soules_S20,0.09996521784231942,0.08945686900958466,11,2,7,4,8,5,7,7,10,percentage,1,10,false,false,,
20,3,Michael Sam_S20,0.10014932978349562,0.07667731629392971,11,1,9,5,7,7,5,9,10,percentage,1,10,false,false,,
20,3,Nastia Liukin_S20,0.09677801806546574,0.10862619808306709,11,7,1,3,9,2,10,1,10,percentage,1,10,false,false,,
20,3,Noah Galloway_S20,0.07652895559645344,0.09584664536741214,11,10,5,8,3,9,3,5,10,percentage,1,10,false,false,,
20,3,Patti LaBelle_S20,0.09682003683692439,0.07028753993610223,11,6,10,10,2,10,2,11,10,percentage,1,10,false,false,,
20,3,Riker Lynch_S20,0.09697945773597012,0.10862619808306709,11,5,1,1,10,1,11,2,10,percentage,1,10,false,false,,
20,3,Robert Herjavec_S20,0.08415240160124846,0.0926517571884984,11,9,6,8,3,8,4,6,10,percentage,1,10,false,false,,
20,3,Rumer Willis_S20,0.09766557804966501,0.10543130990415335,11,3,3,1,10,3,9,3,10,percentage,1,10,false,false,,
20,3,Suzanne Somers_S20,0.0970539522749179,0.07987220447284345,11,4,8,6,5,6,6,8,10,percentage,1,10,false,false,,
20,3,Willow Shields_S20,0.09412256532144699,0.10223642172523961,11,8,4,6,5,4,8,4,10,percentage,1,10,false,false,,
20,4,Chris Soules_S20,0.11159003003331598,0.08307692307692308,10,1,10,5,5,8,3,10,10,percentage,1,10,false,false,,
20,4,Michael Sam_S20,0.06380266634380848,0.09230769230769231,10,10,7,10,1,10,1,7,10,percentage,1,10,true,true,,
20,4,Nastia Liukin_S20,0.10677595682153235,0.11076923076923077,10,5,2,2,9,2,9,2,10,percentage,1,10,false,false,,
20,4,Noah Galloway_S20,0.0904359303981251,0.09846153846153846,10,9,6,9,2,9,2,6,10,percentage,1,10,false,false,,
20,4,Patti LaBelle_S20,0.105817217347837,0.09230769230769231,10,6,7,8,3,6,5,8,10,percentage,1,10,false,false,,
20,4,Riker Lynch_S20,0.10817079009348338,0.10461538461538461,10,3,4,2,9,4,7,5,10,percentage,1,10,false,false,,
20,4,Robert Herjavec_S20,0.09494388106484648,0.10461538461538461,10,8,4,7,4,5,6,4,10,percentage,1,10,false,false,,
20,4,Rumer Willis_S20,0.10695536983915478,0.1076923076923077,10,4,3,2,9,3,8,3,10,percentage,1,10,false,false,,
20,4,Suzanne Somers_S20,0.10926586135025888,0.08615384615384615,10,2,9,5,5,7,4,9,10,percentage,1,10,false,false,,
20,4,Willow Shields_S20,0.10224229670764041,0.12,10,7,1,4,7,1,10,1,10,percentage,1,10,false,false,,
20,5,Chris Soules_S20,0.12266787453117622,0.09540636042402827,9,1,7,4,6,5,5,7,10,percentage,1,10,false,false,,
20,5,Nastia Liukin_S20,0.11884261349594023,0.13427561837455831,9,3,2,2,8,2,8,2,10,percentage,1,10,false,false,,
20,5,Noah Galloway_S20,0.10365625351498643,0.0989399293286219,9,8,5,7,3,7,3,6,10,percentage,1,10,false,false,,
20,5,Patti LaBelle_S20,0.1179142197181066,0.09540636042402827,9,4,7,6,4,6,4,8,10,percentage,1,10,false,false,,
20,5,Riker Lynch_S20,0.11644269070214606,0.13427561837455831,9,5,2,3,7,3,7,3,10,percentage,1,10,false,false,,
20,5,Robert Herjavec_S20,0.11503553847477378,0.08480565371024736,9,7,9,9,1,8,2,9,10,percentage,1,10,true,false,,
20,5,Rumer Willis_S20,0.11945855128620421,0.13780918727915195,9,2,1,1,9,1,9,1,10,percentage,1,10,false,false,,
20,5,Suzanne Somers_S20,0.07037607946908933,0.0989399293286219,9,9,5,8,2,9,1,5,10,percentage,1,10,false,true,,
20,5,Willow Shields_S20,0.11560617880757902,0.12014134275618374,9,6,4,5,5,4,6,4,10,percentage,1,10,false,false,,
20,6,Chris Soules_S20,0.13729597785077433,0.12367491166077739,8,3,5,5,4,5,4,5,10,percentage,1,10,false,false,,
20,6,Nastia Liukin_S20,0.13732438065974828,0.12897526501766785,8,2,2,1,8,2,7,3,10,percentage,1,10,false,false,,
20,6,Noah Galloway_S20,0.1161703077376726,0.12014134275618374,8,7,6,6,3,7,2,6,10,percentage,1,10,false,false,,
20,6,Patti LaBelle_S20,0.07854885147167405,0.12014134275618374,8,8,6,7,1,8,1,7,10,percentage,1,10,false,true,,
20,6,Riker Lynch_S20,0.1352336045592181,0.13427561837455831,8,4,1,2,6,1,8,1,10,percentage,1,10,false,false,,
20,6,Robert Herjavec_S20,0.12443888184975346,0.11837455830388692,8,6,8,7,1,6,3,8,10,percentage,1,10,true,false,,
20,6,Rumer Willis_S20,0.13760323337096747,0.1254416961130742,8,1,4,2,6,3,6,4,10,percentage,1,10,false,false,,
20,6,Willow Shields_S20,0.13338476250019127,0.12897526501766785,8,5,2,4,5,4,5,2,10,percentage,1,10,false,false,,
20,7,Chris Soules_S20,0.16597598339698955,0.1220472440944882,7,1,6,3,4,4,4,7,10,percentage,1,10,false,false,,
20,7,Nastia Liukin_S20,0.15207725078565962,0.16141732283464566,7,5,1,1,6,1,7,1,10,percentage,1,10,false,false,,
20,7,Noah Galloway_S20,0.13142680380083535,0.14960629921259844,7,6,3,5,2,5,3,3,10,percentage,1,10,false,false,,
20,7,Riker Lynch_S20,0.15649962021554012,0.14566929133858267,7,3,4,3,4,3,5,4,10,percentage,1,10,false,false,,
20,7,Robert Herjavec_S20,0.15297757512770013,0.1220472440944882,7,4,6,7,1,6,2,6,10,percentage,1,10,true,false,,
20,7,Rumer Willis_S20,0.15912097190285177,0.14566929133858267,7,2,4,1,6,2,6,5,10,percentage,1,10,false,false,,
20,7,Willow Shields_S20,0.08192179477042195,0.15354330708661418,7,7,2,5,2,7,1,2,10,percentage,1,10,false,true,,
20,8,Chris Soules_S20,0.1354925105840987,0.15130023640661938,6,5,4,4,2,5,2,4,10,percentage,2,10,false,true,,
20,8,Nastia Liukin_S20,0.19019483020634564,0.17966903073286053,6,1,3,2,5,2,5,3,10,percentage,2,10,false,false,,
20,8,Noah Galloway_S20,0.1779739074306366,0.14893617021276595,6,4,5,4,2,4,3,5,10,percentage,2,10,true,false,,
20,8,Riker Lynch_S20,0.1852692637697788,0.18439716312056736,6,3,2,3,4,3,4,2,10,percentage,2,10,false,false,,
20,8,Robert Herjavec_S20,0.12565696393260536,0.14657210401891252,6,6,6,6,1,6,1,6,10,percentage,2,10,true,true,,
20,8,Rumer Willis_S20,0.18541252407653236,0.18912529550827423,6,2,1,1,6,1,6,1,10,percentage,2,10,false,false,,
20,9,Nastia Liukin_S20,0.1810773690828519,0.25477707006369427,4,4,1,3,2,4,1,2,10,percentage,1,10,false,true,,
20,9,Noah Galloway_S20,0.25018805563646995,0.24203821656050956,4,3,4,4,1,3,2,4,10,percentage,1,10,true,false,,
20,9,Riker Lynch_S20,0.28392790763038567,0.25477707006369427,4,2,1,1,4,1,4,1,10,percentage,1,10,false,false,,
20,9,Rumer Willis_S20,0.28480666765029244,0.2484076433121019,4,1,3,2,3,2,3,3,10,percentage,1,10,false,false,,
20,10,Noah Galloway_S20,0.24500430940291557,0.3103448275862069,3,3,3,3,1,3,1,3,10,percentage,3,10,true,true,3,3
20,10,Riker Lynch_S20,0.3338212486484332,0.3448275862068966,3,2,1,2,2,2,2,2,10,percentage,3,10,true,true,2,2
20,10,Rumer Willis_S20,0.4211744419486513,0.3448275862068966,3,1,1,1,3,1,3,1,10,percentage,3,10,true,true,1,1
21,1,Alek Skarlatos_S21,0.05448975213549834,0.088,13,13,5,10,3,8,6,5,11,percentage,0,11,false,false,,
21,1,Alexa PenaVega_S21,0.08007963882434727,0.088,13,2,5,1,13,6,8,6,11,percentage,0,11,false,false,,
21,1,Andy Grammer_S21,0.07822075292627675,0.084,13,6,7,6,7,7,7,7,11,percentage,0,11,false,false,,
21,1,Bindi Irwin_S21,0.07801026937890781,0.096,13,7,1,3,11,1,13,1,11,percentage,0,11,false,false,,
21,1,Carlos PenaVega_S21,0.07904576759128337,0.092,13,5,3,3,11,4,10,4,11,percentage,0,11,false,false,,
21,1,Chaka Khan_S21,0.0754683904737978,0.052,13,11,12,13,1,13,1,12,11,percentage,0,11,false,false,,
21,1,Gary Busey_S21,0.07780275567316118,0.06,13,8,10,10,3,10,4,9,11,percentage,0,11,false,false,,
21,1,Hayes Grier_S21,0.08713336834822932,0.084,13,1,7,3,11,2,12,8,11,percentage,0,11,false,false,,
21,1,Kim Zolciak-Biermann_S21,0.08005562166484388,0.048,13,3,13,9,5,12,2,13,11,percentage,0,11,false,false,,
21,1,Nick Carter_S21,0.07512804200965813,0.096,13,12,1,6,7,3,11,2,11,percentage,0,11,false,false,,
21,1,Paula Deen_S21,0.0772289803297486,0.06,13,10,10,12,2,11,3,10,11,percentage,0,11,false,false,,
21,1,Tamar Braxton_S21,0.07753650684540118,0.092,13,9,3,5,9,5,9,3,11,percentage,0,11,false,false,,
21,1,Victor Espinoza_S21,0.07980015379884596,0.06,13,4,10,8,6,9,5,11,11,percentage,0,11,false,false,,
21,2,Alek Skarlatos_S21,0.06753501162255704,0.08317929759704251,13,10,5,10,4,10,4,5,11,percentage,3,11,false,false,,
21,2,Alexa PenaVega_S21,0.08275067865997676,0.08502772643253234,13,5,3,2,12,3,11,3,11,percentage,3,11,false,false,,
21,2,Andy Grammer_S21,0.08405127460436547,0.08133086876155268,13,4,8,6,7,5,9,8,11,percentage,3,11,false,false,,
21,2,Bindi Irwin_S21,0.07805602118397235,0.08872458410351201,13,9,2,4,9,4,10,2,11,percentage,3,11,false,false,,
21,2,Carlos PenaVega_S21,0.08199805563689468,0.08317929759704251,13,7,5,6,7,7,7,6,11,percentage,3,11,false,false,,
21,2,Chaka Khan_S21,0.0644166224642536,0.05545286506469501,13,11,13,13,1,13,1,13,11,percentage,3,11,true,true,,
21,2,Gary Busey_S21,0.09032862195249496,0.06099815157116451,13,1,12,8,5,9,5,12,11,percentage,3,11,false,false,,
21,2,Hayes Grier_S21,0.08758701846262609,0.08317929759704251,13,2,5,1,13,2,12,4,11,percentage,3,11,false,false,,
21,2,Kim Zolciak-Biermann_S21,0.057689649961253996,0.06839186691312385,13,12,10,11,3,11,3,11,11,percentage,3,11,true,true,,
21,2,Nick Carter_S21,0.08210053627630022,0.08317929759704251,13,6,5,4,9,6,8,7,11,percentage,3,11,false,false,,
21,2,Paula Deen_S21,0.08660900514424964,0.06839186691312385,13,3,10,8,5,8,6,9,11,percentage,3,11,false,false,,
21,2,Tamar Braxton_S21,0.08134940929006962,0.09057301293900184,13,8,1,3,11,1,13,1,11,percentage,3,11,false,false,,
21,2,Victor Espinoza_S21,0.05552809474098052,0.06839186691312385,13,13,10,12,2,12,2,10,11,percentage,3,11,true,true,,
21,3,Alek Skarlatos_S21,0.06786878342100887,0.10819672131147541,10,10,3,7,4,9,2,4,11,percentage,0,11,false,false,,
21,3,Alexa PenaVega_S21,0.10303792429534403,0.1180327868852459,10,5,1,3,8,2,9,2,11,percentage,0,11,false,false,,
21,3,Andy Grammer_S21,0.10227521120529347,0.09508196721311475,10,6,8,8,3,7,4,8,11,percentage,0,11,false,false,,
21,3,Bindi Irwin_S21,0.102209986760141,0.10491803278688525,10,7,5,6,5,5,6,5,11,percentage,0,11,false,false,,
21,3,Carlos PenaVega_S21,0.10318823718552206,0.10163934426229508,10,4,6,5,6,6,5,6,11,percentage,0,11,false,false,,
21,3,Gary Busey_S21,0.09972758801747025,0.08196721311475409,10,9,9,9,1,8,3,9,11,percentage,0,11,false,false,,
21,3,Hayes Grier_S21,0.11381739320255897,0.09836065573770492,10,1,7,4,7,4,7,7,11,percentage,0,11,false,false,,
21,3,Nick Carter_S21,0.10322691736481777,0.1180327868852459,10,3,1,1,10,1,10,1,11,percentage,0,11,false,false,,
21,3,Paula Deen_S21,0.10024796996718688,0.06557377049180328,10,8,10,9,1,10,1,10,11,percentage,0,11,false,false,,
21,3,Tamar Braxton_S21,0.1043999885806568,0.10819672131147541,10,2,3,2,9,3,8,3,11,percentage,0,11,false,false,,
21,4,Alek Skarlatos_S21,0.07867954844995112,0.1016949152542373,10,9,6,9,2,9,2,6,11,percentage,1,11,false,false,,
21,4,Alexa PenaVega_S21,0.10736090082669539,0.08898305084745763,10,2,8,5,6,7,4,8,11,percentage,1,11,false,false,,
21,4,Andy Grammer_S21,0.1046157464515798,0.09745762711864407,10,5,7,7,3,6,5,7,11,percentage,1,11,false,false,,
21,4,Bindi Irwin_S21,0.10053150960117932,0.11864406779661017,10,7,1,2,9,2,9,1,11,percentage,1,11,false,false,,
21,4,Carlos PenaVega_S21,0.10595724432241199,0.1059322033898305,10,4,5,3,7,5,6,5,11,percentage,1,11,false,false,,
21,4,Gary Busey_S21,0.07726798961022013,0.06779661016949153,10,10,10,10,1,10,1,10,11,percentage,1,11,true,true,,
21,4,Hayes Grier_S21,0.11372100513348116,0.11440677966101695,10,1,3,1,10,1,10,2,11,percentage,1,11,false,false,,
21,4,Nick Carter_S21,0.10443062076160925,0.11440677966101695,10,6,3,3,7,3,8,4,11,percentage,1,11,false,false,,
21,4,Paula Deen_S21,0.10728587392608033,0.07627118644067797,10,3,9,7,3,8,3,9,11,percentage,1,11,false,false,,
21,4,Tamar Braxton_S21,0.100149560916791,0.11440677966101695,10,8,3,6,5,4,7,3,11,percentage,1,11,false,false,,
21,5,Alek Skarlatos_S21,0.06393858190222498,0.09634551495016612,9,9,7,8,2,9,1,8,11,percentage,0,11,false,false,,
21,5,Alexa PenaVega_S21,0.11665841035767355,0.132890365448505,9,4,1,2,8,1,9,1,11,percentage,0,11,false,false,,
21,5,Andy Grammer_S21,0.11644351382824586,0.11960132890365449,9,5,4,5,5,4,6,4,11,percentage,0,11,false,false,,
21,5,Bindi Irwin_S21,0.11473230609999882,0.12292358803986711,9,7,3,6,4,3,7,3,11,percentage,0,11,false,false,,
21,5,Carlos PenaVega_S21,0.11752941385350478,0.12956810631229235,9,2,2,1,9,2,8,2,11,percentage,0,11,false,false,,
21,5,Hayes Grier_S21,0.12715153597968842,0.09966777408637874,9,1,6,3,7,6,4,6,11,percentage,0,11,false,false,,
21,5,Nick Carter_S21,0.1167571069869399,0.11627906976744186,9,3,5,4,6,5,5,5,11,percentage,0,11,false,false,,
21,5,Paula Deen_S21,0.112050480535039,0.08637873754152824,9,8,9,9,1,8,2,9,11,percentage,0,11,false,false,,
21,5,Tamar Braxton_S21,0.1147386504566839,0.09634551495016612,9,6,7,7,3,7,3,7,11,percentage,0,11,false,false,,
21,6,Alek Skarlatos_S21,0.0978127641747218,0.09584664536741214,9,8,7,8,2,8,2,7,11,percentage,1,11,false,false,,
21,6,Alexa PenaVega_S21,0.11880695704292768,0.09584664536741214,9,2,7,4,5,7,3,8,11,percentage,1,11,false,false,,
21,6,Andy Grammer_S21,0.11494484037681686,0.12779552715654952,9,4,2,2,8,2,8,2,11,percentage,1,11,false,false,,
21,6,Bindi Irwin_S21,0.11193571758155228,0.12779552715654952,9,7,2,4,5,3,7,1,11,percentage,1,11,false,false,,
21,6,Carlos PenaVega_S21,0.11458086227293564,0.12140575079872204,9,5,5,6,3,5,5,5,11,percentage,1,11,false,false,,
21,6,Hayes Grier_S21,0.12717638634144837,0.10223642172523961,9,1,6,3,7,6,4,6,11,percentage,1,11,false,false,,
21,6,Nick Carter_S21,0.11297392535912407,0.12460063897763578,9,6,4,6,3,4,6,4,11,percentage,1,11,false,false,,
21,6,Paula Deen_S21,0.08604738684306064,0.07667731629392971,9,9,9,9,1,9,1,9,11,percentage,1,11,true,true,,
21,6,Tamar Braxton_S21,0.11572116000741219,0.12779552715654952,9,3,2,1,9,1,9,3,11,percentage,1,11,false,false,,
21,7,Alek Skarlatos_S21,0.11569013739706524,0.11990950226244344,8,7,8,8,1,7,2,8,11,percentage,1,11,true,false,,
21,7,Alexa PenaVega_S21,0.13554274962363472,0.1244343891402715,8,1,5,2,7,4,5,5,11,percentage,1,11,false,false,,
21,7,Andy Grammer_S21,0.13362613038389065,0.12669683257918551,8,5,3,4,5,3,6,2,11,percentage,1,11,false,false,,
21,7,Bindi Irwin_S21,0.13146883446244398,0.13122171945701358,8,6,1,3,6,1,8,1,11,percentage,1,11,false,false,,
21,7,Carlos PenaVega_S21,0.13506645038660672,0.12669683257918551,8,2,3,1,8,2,7,3,11,percentage,1,11,false,false,,
21,7,Hayes Grier_S21,0.079705119076923,0.12669683257918551,8,8,3,7,2,8,1,4,11,percentage,1,11,false,true,,
21,7,Nick Carter_S21,0.13457996650087223,0.12217194570135746,8,3,6,5,4,5,4,7,11,percentage,1,11,false,false,,
21,7,Tamar Braxton_S21,0.13432061216856325,0.12217194570135746,8,4,6,6,3,6,3,6,11,percentage,1,11,false,false,,
21,8,Alek Skarlatos_S21,0.13053004573120594,0.12886637793725134,7,6,6,6,2,6,2,6,11,percentage,1,11,false,false,,
21,8,Alexa PenaVega_S21,0.15588217190415352,0.13917465724120795,7,1,5,3,4,5,3,5,11,percentage,1,11,false,false,,
21,8,Andy Grammer_S21,0.1010618328033303,0.1237106918887378,7,7,7,7,1,7,1,7,11,percentage,1,11,true,true,,
21,8,Bindi Irwin_S21,0.15196076736616793,0.1443303432897215,7,5,3,5,3,4,4,4,11,percentage,1,11,false,false,,
21,8,Carlos PenaVega_S21,0.15309685733879178,0.14948396747618806,7,4,2,3,4,2,6,2,11,percentage,1,11,false,false,,
21,8,Nick Carter_S21,0.1531052395394113,0.17010361887717176,7,3,1,1,7,1,7,1,11,percentage,1,11,false,false,,
21,8,Tamar Braxton_S21,0.15436308531693801,0.1443303432897215,7,2,3,2,6,3,5,3,11,percentage,1,11,false,false,,
21,9,Alek Skarlatos_S21,0.17741425039834688,0.15501519756838905,6,4,5,5,2,4,3,5,11,percentage,2,11,true,false,,
21,9,Alexa PenaVega_S21,0.1147408079013873,0.182370820668693,6,6,1,4,3,5,2,2,11,percentage,2,11,false,true,,
21,9,Bindi Irwin_S21,0.18579815799605992,0.182370820668693,6,3,1,1,6,1,6,1,11,percentage,2,11,false,false,,
21,9,Carlos PenaVega_S21,0.192406556275505,0.1641337386018237,6,1,4,2,4,3,4,4,11,percentage,2,11,false,false,,
21,9,Nick Carter_S21,0.19199978441082358,0.16717325227963525,6,2,3,2,4,2,5,3,11,percentage,2,11,false,false,,
21,9,Tamar Braxton_S21,0.1376404430178771,0.14893617021276595,6,5,6,6,1,6,1,6,11,percentage,2,11,true,true,,
21,10,Alek Skarlatos_S21,0.19142554345469923,0.24050632911392406,4,4,3,4,1,4,1,3,11,percentage,0,11,false,false,,
21,10,Bindi Irwin_S21,0.2640606161966312,0.26582278481012656,4,3,1,2,3,2,3,2,11,percentage,0,11,false,false,,
21,10,Carlos PenaVega_S21,0.27283938545529024,0.26582278481012656,4,1,1,1,4,1,4,1,11,percentage,0,11,false,false,,
21,10,Nick Carter_S21,0.27167445489337966,0.22784810126582278,4,2,4,3,2,3,2,4,11,percentage,0,11,false,false,,
21,11,Alek Skarlatos_S21,0.2332003844157333,0.23728748922668577,4,3,4,4,1,3,2,4,11,percentage,4,11,true,true,4,3
21,11,Bindi Irwin_S21,0.3211156450179459,0.25423750359110475,4,1,2,1,4,1,4,2,11,percentage,4,11,true,true,1,1
21,11,Carlos PenaVega_S21,0.17691757910398612,0.25423750359110475,4,4,2,3,2,4,1,1,11,percentage,4,11,true,true,3,4
21,11,Nick Carter_S21,0.2687663914623367,0.25423750359110475,4,2,2,2,3,2,3,3,11,percentage,4,11,true,true,2,2
22,1,Antonio Brown_S22,0.08861440876226796,0.08860759493670886,12,4,5,2,11,4,9,4,10,percentage,0,10,false,false,,
22,1,Doug Flutie_S22,0.08900445611873968,0.06329113924050633,12,1,11,6,7,11,2,11,10,percentage,0,10,false,false,,
22,1,Geraldo Rivera_S22,0.05658983841962052,0.05485232067510549,12,12,12,12,1,12,1,12,10,percentage,0,10,false,false,,
22,1,Ginger Zee_S22,0.08357535283548456,0.0970464135021097,12,10,2,6,7,2,11,3,10,percentage,0,10,false,false,,
22,1,Jodie Sweetin_S22,0.0888194681247616,0.08438818565400844,12,3,8,4,9,7,6,8,10,percentage,0,10,false,false,,
22,1,Kim Fields_S22,0.08802505356292649,0.08438818565400844,12,5,8,8,4,8,5,9,10,percentage,0,10,false,false,,
22,1,Marla Maples_S22,0.08586995018159334,0.08860759493670886,12,7,5,6,7,5,8,7,10,percentage,0,10,false,false,,
22,1,Mischa Barton_S22,0.08712678347639669,0.06751054852320675,12,6,10,11,2,10,3,10,10,percentage,0,10,false,false,,
22,1,Nyle DiMarco_S22,0.0732559176357713,0.0970464135021097,12,11,2,8,4,9,4,1,10,percentage,0,10,false,false,,
22,1,Paige VanZant_S22,0.08481353630901452,0.08860759493670886,12,9,5,10,3,6,7,5,10,percentage,0,10,false,false,,
22,1,Von Miller_S22,0.08882657543992219,0.08860759493670886,12,2,5,1,12,3,10,6,10,percentage,0,10,false,false,,
22,1,Wanya Morris_S22,0.08547865913350074,0.0970464135021097,12,8,2,3,10,1,12,2,10,percentage,0,10,false,false,,
22,2,Antonio Brown_S22,0.08925451776811213,0.08050847457627118,12,2,9,4,8,8,5,9,10,percentage,1,10,false,false,,
22,2,Doug Flutie_S22,0.08744937988494243,0.0847457627118644,12,7,6,8,5,6,7,6,10,percentage,1,10,false,false,,
22,2,Geraldo Rivera_S22,0.04818556746874396,0.05508474576271186,12,12,12,12,1,12,1,12,10,percentage,1,10,true,true,,
22,2,Ginger Zee_S22,0.08492327572884478,0.08898305084745763,12,9,3,6,6,4,9,3,10,percentage,1,10,false,false,,
22,2,Jodie Sweetin_S22,0.08806200669325648,0.08898305084745763,12,4,3,1,11,3,10,4,10,percentage,1,10,false,false,,
22,2,Kim Fields_S22,0.08796015225907251,0.08050847457627118,12,5,9,9,3,9,4,10,10,percentage,1,10,false,false,,
22,2,Marla Maples_S22,0.0867604397918247,0.0847457627118644,12,8,6,9,3,7,6,7,10,percentage,1,10,false,false,,
