contestant_id,celebrity_name,season,week,total_score,avg_score,judge_count,min_score,max_score,week_rank,prev_week_score,cum_avg_score,diff_prev_week,diff_cum_avg
James Maslow_S18,James Maslow,18,3,36.0,9.0,4,9.0,9.0,5,25.0,27.333333333333332,11.0,8.666666666666668
James Maslow_S18,James Maslow,18,4,35.0,8.75,4,8.0,9.0,2,36.0,29.25,-1.0,5.75
NeNe Leakes_S18,NeNe Leakes,18,4,32.0,8.0,4,8.0,8.0,7,31.0,26.25,1.0,5.75
Danica McKellar_S18,Danica McKellar,18,4,32.0,8.0,4,8.0,8.0,6,36.0,29.0,-4.0,3.0
Amy Purdy_S18,Amy Purdy,18,4,34.0,8.5,4,8.0,9.0,3,36.0,29.5,-2.0,4.5
Drew Carey_S18,Drew Carey,18,4,33.0,8.25,4,8.0,9.0,5,30.0,26.25,3.0,6.75
Charlie White_S18,Charlie White,18,4,33.0,8.25,4,7.0,9.0,4,36.0,30.25,-3.0,2.75
Cody Simpson_S18,Cody Simpson,18,4,31.0,7.75,4,7.0,8.0,8,35.0,27.5,-4.0,3.5
Meryl Davis_S18,Meryl Davis,18,4,39.0,9.75,4,9.0,10.0,1,39.0,31.75,0.0,7.25
Candace Cameron Bure_S18,Candace Cameron Bure,18,4,28.0,7.0,4,7.0,7.0,9,32.0,26.5,-4.0,1.5
Drew Carey_S18,Drew Carey,18,5,28.0,7.0,4,7.0,7.0,9,33.0,26.6,-5.0,1.3999999999999986
James Maslow_S18,James Maslow,18,5,40.0,10.0,4,10.0,10.0,1,35.0,31.4,5.0,8.600000000000001
Meryl Davis_S18,Meryl Davis,18,5,36.0,9.0,4,9.0,9.0,5,39.0,32.6,-3.0,3.3999999999999986
Cody Simpson_S18,Cody Simpson,18,5,34.0,8.5,4,8.0,9.0,8,31.0,28.8,3.0,5.199999999999999
Amy Purdy_S18,Amy Purdy,18,5,37.0,9.25,4,9.0,10.0,4,34.0,31.0,3.0,6.0
NeNe Leakes_S18,NeNe Leakes,18,5,36.0,9.0,4,9.0,9.0,6,32.0,28.2,4.0,7.800000000000001
Candace Cameron Bure_S18,Candace Cameron Bure,18,5,35.0,8.75,4,8.0,9.0,7,28.0,28.2,7.0,6.800000000000001
Charlie White_S18,Charlie White,18,5,37.0,9.25,4,9.0,10.0,3,33.0,31.6,4.0,5.399999999999999
Danica McKellar_S18,Danica McKellar,18,5,39.0,9.75,4,9.0,10.0,2,32.0,31.0,7.0,8.0
Candace Cameron Bure_S18,Candace Cameron Bure,18,6,32.0,8.0,4,8.0,8.0,7,35.0,28.833333333333332,-3.0,3.166666666666668
James Maslow_S18,James Maslow,18,6,35.0,8.75,4,8.0,9.0,5,40.0,32.0,-5.0,3.0
Meryl Davis_S18,Meryl Davis,18,6,40.0,10.0,4,10.0,10.0,1,36.0,33.833333333333336,4.0,6.166666666666664
Danica McKellar_S18,Danica McKellar,18,6,36.0,9.0,4,9.0,9.0,4,39.0,31.833333333333332,-3.0,4.166666666666668
Charlie White_S18,Charlie White,18,6,36.0,9.0,4,9.0,9.0,3,37.0,32.333333333333336,-1.0,3.6666666666666643
NeNe Leakes_S18,NeNe Leakes,18,6,33.0,8.25,4,8.0,9.0,6,36.0,29.0,-3.0,4.0
Amy Purdy_S18,Amy Purdy,18,6,38.0,9.5,4,9.0,10.0,2,37.0,32.166666666666664,1.0,5.833333333333336
Drew Carey_S18,Drew Carey,18,6,32.0,8.0,4,7.0,9.0,8,28.0,27.5,4.0,4.5
Candace Cameron Bure_S18,Candace Cameron Bure,18,7,37.0,9.25,4,9.0,9.5,3,32.0,30.0,5.0,7.0
James Maslow_S18,James Maslow,18,7,35.0,8.75,4,8.0,9.5,6,35.0,32.42857142857143,0.0,2.5714285714285694
Danica McKellar_S18,Danica McKellar,18,7,36.0,9.0,4,8.5,9.5,4,36.0,32.42857142857143,0.0,3.5714285714285694
Meryl Davis_S18,Meryl Davis,18,7,39.0,9.75,4,9.0,10.0,1,40.0,34.57142857142857,-1.0,4.428571428571431
Charlie White_S18,Charlie White,18,7,35.5,8.875,4,8.0,10.0,5,36.0,32.785714285714285,-0.5,2.7142857142857153
NeNe Leakes_S18,NeNe Leakes,18,7,33.0,8.25,4,7.5,9.0,7,33.0,29.571428571428573,0.0,3.428571428571427
Amy Purdy_S18,Amy Purdy,18,7,37.5,9.375,4,9.0,9.5,2,38.0,32.92857142857143,-0.5,4.571428571428569
Amy Purdy_S18,Amy Purdy,18,8,40.0,10.0,4,10.0,10.0,1,37.5,33.8125,2.5,6.1875
Meryl Davis_S18,Meryl Davis,18,8,36.0,9.0,4,8.0,10.0,6,39.0,34.75,-3.0,1.25
Candace Cameron Bure_S18,Candace Cameron Bure,18,8,36.0,9.0,4,9.0,9.0,5,37.0,30.75,-1.0,5.25
Charlie White_S18,Charlie White,18,8,40.0,10.0,4,10.0,10.0,2,35.5,33.6875,4.5,6.3125
James Maslow_S18,James Maslow,18,8,36.0,9.0,4,8.0,10.0,4,35.0,32.875,1.0,3.125
Danica McKellar_S18,Danica McKellar,18,8,38.0,9.5,4,9.0,10.0,3,36.0,33.125,2.0,4.875
James Maslow_S18,James Maslow,18,9,38.0,9.5,4,9.5,9.5,4,36.0,33.44444444444444,2.0,4.555555555555557
Candace Cameron Bure_S18,Candace Cameron Bure,18,9,36.0,9.0,4,8.5,9.5,5,36.0,31.333333333333332,0.0,4.666666666666668
Charlie White_S18,Charlie White,18,9,38.0,9.5,4,9.5,9.5,3,40.0,34.166666666666664,-2.0,3.8333333333333357
Meryl Davis_S18,Meryl Davis,18,9,40.0,10.0,4,10.0,10.0,1,36.0,35.333333333333336,4.0,4.666666666666664
Amy Purdy_S18,Amy Purdy,18,9,39.0,9.75,4,9.5,10.0,2,40.0,34.388888888888886,-1.0,4.611111111111114
Meryl Davis_S18,Meryl Davis,18,10,30.0,10.0,3,10.0,10.0,1,40.0,34.8,-10.0,-4.799999999999997
Amy Purdy_S18,Amy Purdy,18,10,29.666600000000003,9.888866666666667,3,9.6666,10.0,2,39.0,33.91666,-9.333399999999997,-4.250059999999998
James Maslow_S18,James Maslow,18,10,29.0,9.666666666666666,3,9.5,10.0,3,38.0,33.0,-9.0,-4.0
Candace Cameron Bure_S18,Candace Cameron Bure,18,10,25.9998,8.6666,3,8.6666,8.6666,4,36.0,30.799979999999998,-10.0002,-4.8001799999999974
Betsey Johnson_S19,Betsey Johnson,19,1,20.0,5.0,4,5.0,5.0,13,,20.0,,0.0
Bethany Mota_S19,Bethany Mota,19,1,32.0,8.0,4,8.0,8.0,4,,32.0,,0.0
Jonathan Bennett_S19,Jonathan Bennett,19,1,30.0,7.5,4,7.0,8.0,6,,30.0,,0.0
Lea Thompson_S19,Lea Thompson,19,1,32.0,8.0,4,8.0,8.0,3,,32.0,,0.0
Janel Parrish_S19,Janel Parrish,19,1,29.0,7.25,4,7.0,8.0,7,,29.0,,0.0
Michael Waltrip_S19,Michael Waltrip,19,1,25.0,6.25,4,6.0,7.0,11,,25.0,,0.0
Tommy Chong_S19,Tommy Chong,19,1,27.0,6.75,4,6.0,7.0,9,,27.0,,0.0
Tavis Smiley_S19,Tavis Smiley,19,1,29.0,7.25,4,7.0,8.0,8,,29.0,,0.0
Lolo Jones_S19,Lolo Jones,19,1,22.0,5.5,4,5.0,6.0,12,,22.0,,0.0
Sadie Robertson_S19,Sadie Robertson,19,1,34.0,8.5,4,8.0,9.0,2,,34.0,,0.0
Randy Couture_S19,Randy Couture,19,1,31.0,7.75,4,7.0,8.0,5,,31.0,,0.0
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,1,25.0,6.25,4,6.0,7.0,10,,25.0,,0.0
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,1,36.0,9.0,4,9.0,9.0,1,,36.0,,0.0
Janel Parrish_S19,Janel Parrish,19,2,34.0,8.5,4,8.0,9.0,2,29.0,31.5,5.0,2.5
Tommy Chong_S19,Tommy Chong,19,2,28.0,7.0,4,7.0,7.0,8,27.0,27.5,1.0,0.5
Betsey Johnson_S19,Betsey Johnson,19,2,28.0,7.0,4,7.0,7.0,11,20.0,24.0,8.0,4.0
Sadie Robertson_S19,Sadie Robertson,19,2,31.0,7.75,4,7.0,8.0,5,34.0,32.5,-3.0,-1.5
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,2,31.0,7.75,4,7.0,8.0,6,25.0,28.0,6.0,3.0
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,2,32.0,8.0,4,8.0,8.0,4,36.0,34.0,-4.0,-2.0
Randy Couture_S19,Randy Couture,19,2,28.0,7.0,4,7.0,7.0,9,31.0,29.5,-3.0,-1.5
Bethany Mota_S19,Bethany Mota,19,2,33.0,8.25,4,8.0,9.0,3,32.0,32.5,1.0,0.5
Tavis Smiley_S19,Tavis Smiley,19,2,28.0,7.0,4,7.0,7.0,10,29.0,28.5,-1.0,-0.5
Lea Thompson_S19,Lea Thompson,19,2,35.0,8.75,4,8.0,9.0,1,32.0,33.5,3.0,1.5
Jonathan Bennett_S19,Jonathan Bennett,19,2,30.0,7.5,4,7.0,8.0,7,30.0,30.0,0.0,0.0
Michael Waltrip_S19,Michael Waltrip,19,2,24.0,6.0,4,6.0,6.0,12,25.0,24.5,-1.0,-0.5
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,3,32.0,8.0,4,8.0,8.0,4,32.0,33.333333333333336,0.0,-1.3333333333333357
Randy Couture_S19,Randy Couture,19,3,26.0,6.5,4,6.0,7.0,11,28.0,28.333333333333332,-2.0,-2.333333333333332
Michael Waltrip_S19,Michael Waltrip,19,3,28.0,7.0,4,7.0,7.0,10,24.0,25.666666666666668,4.0,2.333333333333332
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,3,29.0,7.25,4,7.0,8.0,8,31.0,28.333333333333332,-2.0,0.6666666666666679
Betsey Johnson_S19,Betsey Johnson,19,3,29.0,7.25,4,6.0,9.0,9,28.0,25.666666666666668,1.0,3.333333333333332
Jonathan Bennett_S19,Jonathan Bennett,19,3,32.0,8.0,4,8.0,8.0,6,30.0,30.666666666666668,2.0,1.3333333333333321
Janel Parrish_S19,Janel Parrish,19,3,40.0,10.0,4,10.0,10.0,1,34.0,34.333333333333336,6.0,5.666666666666664
Lea Thompson_S19,Lea Thompson,19,3,31.0,7.75,4,7.0,8.0,7,35.0,32.666666666666664,-4.0,-1.6666666666666643
Tommy Chong_S19,Tommy Chong,19,3,34.0,8.5,4,8.0,10.0,3,28.0,29.666666666666668,6.0,4.333333333333332
Sadie Robertson_S19,Sadie Robertson,19,3,32.0,8.0,4,8.0,8.0,5,31.0,32.333333333333336,1.0,-0.3333333333333357
Bethany Mota_S19,Bethany Mota,19,3,40.0,10.0,4,10.0,10.0,2,33.0,35.0,7.0,5.0
Lea Thompson_S19,Lea Thompson,19,4,39.0,9.75,4,9.0,10.0,2,31.0,34.25,8.0,4.75
Sadie Robertson_S19,Sadie Robertson,19,4,37.0,9.25,4,9.0,10.0,3,32.0,33.5,5.0,3.5
Michael Waltrip_S19,Michael Waltrip,19,4,25.0,6.25,4,6.0,7.0,9,28.0,25.5,-3.0,-0.5
Bethany Mota_S19,Bethany Mota,19,4,33.0,8.25,4,8.0,9.0,5,40.0,34.5,-7.0,-1.5
Janel Parrish_S19,Janel Parrish,19,4,36.0,9.0,4,9.0,9.0,4,40.0,34.75,-4.0,1.25
Jonathan Bennett_S19,Jonathan Bennett,19,4,24.0,6.0,4,6.0,6.0,10,32.0,29.0,-8.0,-5.0
Betsey Johnson_S19,Betsey Johnson,19,4,29.0,7.25,4,7.0,8.0,6,29.0,26.5,0.0,2.5
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,4,40.0,10.0,4,10.0,10.0,1,32.0,35.0,8.0,5.0
Tommy Chong_S19,Tommy Chong,19,4,28.0,7.0,4,7.0,7.0,8,34.0,29.25,-6.0,-1.25
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,4,29.0,7.25,4,7.0,8.0,7,29.0,28.5,0.0,0.5
Michael Waltrip_S19,Michael Waltrip,19,5,20.0,5.0,4,5.0,5.0,9,25.0,24.4,-5.0,-4.399999999999999
Bethany Mota_S19,Bethany Mota,19,5,32.0,8.0,4,8.0,8.0,5,33.0,34.0,-1.0,-2.0
Janel Parrish_S19,Janel Parrish,19,5,33.0,8.25,4,8.0,9.0,4,36.0,34.4,-3.0,-1.3999999999999986
Jonathan Bennett_S19,Jonathan Bennett,19,5,24.0,6.0,4,6.0,6.0,7,24.0,28.0,0.0,-4.0
Tommy Chong_S19,Tommy Chong,19,5,23.0,5.75,4,5.0,6.0,8,28.0,28.0,-5.0,-5.0
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,5,28.0,7.0,4,6.0,8.0,6,29.0,28.4,-1.0,-0.3999999999999986
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,5,34.0,8.5,4,8.0,9.0,2,40.0,34.8,-6.0,-0.7999999999999972
Lea Thompson_S19,Lea Thompson,19,5,34.0,8.5,4,8.0,9.0,3,39.0,34.2,-5.0,-0.20000000000000284
Sadie Robertson_S19,Sadie Robertson,19,5,36.0,9.0,4,9.0,9.0,1,37.0,34.0,-1.0,2.0
Michael Waltrip_S19,Michael Waltrip,19,6,30.0,7.5,4,7.0,8.0,7,20.0,25.333333333333332,10.0,4.666666666666668
Janel Parrish_S19,Janel Parrish,19,6,33.0,8.25,4,7.0,9.0,4,33.0,34.166666666666664,0.0,-1.1666666666666643
Tommy Chong_S19,Tommy Chong,19,6,28.0,7.0,4,7.0,7.0,9,23.0,28.0,5.0,0.0
Lea Thompson_S19,Lea Thompson,19,6,32.0,8.0,4,8.0,8.0,5,34.0,33.833333333333336,-2.0,-1.8333333333333357
Bethany Mota_S19,Bethany Mota,19,6,36.0,9.0,4,9.0,9.0,2,32.0,34.333333333333336,4.0,1.6666666666666643
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,6,39.0,9.75,4,9.0,10.0,1,34.0,35.5,5.0,3.5
Sadie Robertson_S19,Sadie Robertson,19,6,35.0,8.75,4,8.0,10.0,3,36.0,34.166666666666664,-1.0,0.8333333333333357
Jonathan Bennett_S19,Jonathan Bennett,19,6,32.0,8.0,4,8.0,8.0,6,24.0,28.666666666666668,8.0,3.333333333333332
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,6,28.0,7.0,4,7.0,7.0,8,28.0,28.333333333333332,0.0,-0.33333333333333215
Janel Parrish_S19,Janel Parrish,19,7,33.5,8.375,4,8.0,8.5,4,33.0,34.07142857142857,0.5,-0.5714285714285694
Tommy Chong_S19,Tommy Chong,19,7,30.0,7.5,4,7.5,7.5,6,28.0,28.285714285714285,2.0,1.7142857142857153
Sadie Robertson_S19,Sadie Robertson,19,7,31.0,7.75,4,7.5,8.0,5,35.0,33.714285714285715,-4.0,-2.7142857142857153
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,7,34.0,8.5,4,8.5,8.5,3,39.0,35.285714285714285,-5.0,-1.2857142857142847
Michael Waltrip_S19,Michael Waltrip,19,7,28.0,7.0,4,7.0,7.0,8,30.0,25.714285714285715,-2.0,2.2857142857142847
Bethany Mota_S19,Bethany Mota,19,7,37.5,9.375,4,9.0,9.5,1,36.0,34.785714285714285,1.5,2.7142857142857153
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,7,29.5,7.375,4,7.0,7.5,7,28.0,28.5,1.5,1.0
Lea Thompson_S19,Lea Thompson,19,7,35.0,8.75,4,8.5,9.0,2,32.0,34.0,3.0,1.0
Janel Parrish_S19,Janel Parrish,19,8,43.0,10.75,4,10.75,10.75,1,33.5,35.1875,9.5,7.8125
Bethany Mota_S19,Bethany Mota,19,8,40.0,10.0,4,9.75,10.75,3,37.5,35.4375,2.5,4.5625
Sadie Robertson_S19,Sadie Robertson,19,8,38.0,9.5,4,9.0,10.0,4,31.0,34.25,7.0,3.75
Michael Waltrip_S19,Michael Waltrip,19,8,25.0,6.25,4,6.0,7.0,7,28.0,25.625,-3.0,-0.625
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,8,41.0,10.25,4,9.75,10.75,2,34.0,36.0,7.0,5.0
Lea Thompson_S19,Lea Thompson,19,8,32.0,8.0,4,8.0,8.0,5,35.0,33.75,-3.0,-1.75
Tommy Chong_S19,Tommy Chong,19,8,29.0,7.25,4,6.75,7.75,6,30.0,28.375,-1.0,0.625
Bethany Mota_S19,Bethany Mota,19,9,37.0,9.25,4,9.0,9.5,3,40.0,35.611111111111114,-3.0,1.3888888888888857
Sadie Robertson_S19,Sadie Robertson,19,9,36.5,9.125,4,9.0,9.5,4,38.0,34.5,-1.5,2.0
Tommy Chong_S19,Tommy Chong,19,9,28.5,7.125,4,7.0,7.5,6,29.0,28.38888888888889,-0.5,0.11111111111111072
Janel Parrish_S19,Janel Parrish,19,9,38.5,9.625,4,9.5,10.0,1,43.0,35.55555555555556,-4.5,2.944444444444443
Lea Thompson_S19,Lea Thompson,19,9,35.0,8.75,4,8.5,9.0,5,32.0,33.888888888888886,3.0,1.1111111111111143
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,9,38.5,9.625,4,9.5,10.0,2,41.0,36.27777777777778,-2.5,2.2222222222222214
Sadie Robertson_S19,Sadie Robertson,19,10,37.0,9.25,4,9.0,9.5,4,36.5,34.75,0.5,2.25
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,10,37.5,9.375,4,9.0,9.5,3,38.5,36.4,-1.0,1.1000000000000014
Janel Parrish_S19,Janel Parrish,19,10,39.0,9.75,4,9.5,10.0,1,38.5,35.9,0.5,3.1000000000000014
Tommy Chong_S19,Tommy Chong,19,10,31.0,7.75,4,7.5,8.0,5,28.5,28.65,2.5,2.3500000000000014
Bethany Mota_S19,Bethany Mota,19,10,38.0,9.5,4,9.5,9.5,2,37.0,35.85,1.0,2.1499999999999986
Sadie Robertson_S19,Sadie Robertson,19,11,39.333200000000005,9.833300000000001,4,9.6666,10.0,2,37.0,35.16665454545455,2.333200000000005,4.1665454545454566
Janel Parrish_S19,Janel Parrish,19,11,38.9998,9.74995,4,9.6666,10.0,3,39.0,36.1818,-0.00019999999999953388,2.817999999999998
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,11,40.0,10.0,4,10.0,10.0,1,37.5,36.72727272727273,2.5,3.2727272727272734
Bethany Mota_S19,Bethany Mota,19,11,38.0,9.5,4,9.5,9.5,4,38.0,36.04545454545455,0.0,1.9545454545454533
Redfoo_S20,Redfoo,20,1,22.0,5.5,4,5.0,6.0,11,,22.0,,0.0
Nastia Liukin_S20,Nastia Liukin,20,1,30.0,7.5,4,7.0,8.0,3,,30.0,,0.0
Charlotte McKinney_S20,Charlotte McKinney,20,1,22.0,5.5,4,5.0,6.0,12,,22.0,,0.0
Patti LaBelle_S20,Patti LaBelle,20,1,25.0,6.25,4,6.0,7.0,10,,25.0,,0.0
Michael Sam_S20,Michael Sam,20,1,26.0,6.5,4,6.0,7.0,7,,26.0,,0.0
Rumer Willis_S20,Rumer Willis,20,1,32.0,8.0,4,8.0,8.0,1,,32.0,,0.0
Suzanne Somers_S20,Suzanne Somers,20,1,25.0,6.25,4,6.0,7.0,9,,25.0,,0.0
Robert Herjavec_S20,Robert Herjavec,20,1,28.0,7.0,4,7.0,7.0,4,,28.0,,0.0
Riker Lynch_S20,Riker Lynch,20,1,31.0,7.75,4,7.0,8.0,2,,31.0,,0.0
Chris Soules_S20,Chris Soules,20,1,26.0,6.5,4,6.0,7.0,5,,26.0,,0.0
Willow Shields_S20,Willow Shields,20,1,25.0,6.25,4,6.0,7.0,8,,25.0,,0.0
Noah Galloway_S20,Noah Galloway,20,1,26.0,6.5,4,6.0,7.0,6,,26.0,,0.0
Rumer Willis_S20,Rumer Willis,20,2,32.0,8.0,4,8.0,8.0,3,32.0,32.0,0.0,0.0
Willow Shields_S20,Willow Shields,20,2,32.0,8.0,4,8.0,8.0,2,25.0,28.5,7.0,3.5
Nastia Liukin_S20,Nastia Liukin,20,2,34.0,8.5,4,8.0,9.0,1,30.0,32.0,4.0,2.0
Noah Galloway_S20,Noah Galloway,20,2,27.0,6.75,4,6.0,7.0,10,26.0,26.5,1.0,0.5
Suzanne Somers_S20,Suzanne Somers,20,2,28.0,7.0,4,7.0,7.0,9,25.0,26.5,3.0,1.5
Robert Herjavec_S20,Robert Herjavec,20,2,28.0,7.0,4,7.0,7.0,8,28.0,28.0,0.0,0.0
Michael Sam_S20,Michael Sam,20,2,28.0,7.0,4,7.0,7.0,7,26.0,27.0,2.0,1.0
Chris Soules_S20,Chris Soules,20,2,21.0,5.25,4,5.0,6.0,12,26.0,23.5,-5.0,-2.5
Riker Lynch_S20,Riker Lynch,20,2,32.0,8.0,4,8.0,8.0,4,31.0,31.5,1.0,0.5
Redfoo_S20,Redfoo,20,2,31.0,7.75,4,7.0,8.0,5,22.0,26.5,9.0,4.5
Charlotte McKinney_S20,Charlotte McKinney,20,2,26.0,6.5,4,6.0,7.0,11,22.0,24.0,4.0,2.0
Patti LaBelle_S20,Patti LaBelle,20,2,28.0,7.0,4,7.0,7.0,6,25.0,26.5,3.0,1.5
Rumer Willis_S20,Rumer Willis,20,3,33.0,8.25,4,8.0,9.0,3,32.0,32.333333333333336,1.0,0.6666666666666643
Patti LaBelle_S20,Patti LaBelle,20,3,22.0,5.5,4,5.0,6.0,11,28.0,25.0,-6.0,-3.0
Nastia Liukin_S20,Nastia Liukin,20,3,34.0,8.5,4,8.0,9.0,1,34.0,32.666666666666664,0.0,1.3333333333333357
Charlotte McKinney_S20,Charlotte McKinney,20,3,22.0,5.5,4,5.0,6.0,10,26.0,23.333333333333332,-4.0,-1.3333333333333321
Riker Lynch_S20,Riker Lynch,20,3,34.0,8.5,4,7.0,9.0,2,32.0,32.333333333333336,2.0,1.6666666666666643
Michael Sam_S20,Michael Sam,20,3,24.0,6.0,4,6.0,6.0,9,28.0,26.0,-4.0,-2.0
Chris Soules_S20,Chris Soules,20,3,28.0,7.0,4,7.0,7.0,7,21.0,25.0,7.0,3.0
Suzanne Somers_S20,Suzanne Somers,20,3,25.0,6.25,4,6.0,7.0,8,28.0,26.0,-3.0,-1.0
Robert Herjavec_S20,Robert Herjavec,20,3,29.0,7.25,4,7.0,8.0,6,28.0,28.333333333333332,1.0,0.6666666666666679
Willow Shields_S20,Willow Shields,20,3,32.0,8.0,4,8.0,8.0,4,32.0,29.666666666666668,0.0,2.333333333333332
Noah Galloway_S20,Noah Galloway,20,3,30.0,7.5,4,7.0,8.0,5,27.0,27.666666666666668,3.0,2.333333333333332
Suzanne Somers_S20,Suzanne Somers,20,4,28.0,7.0,4,7.0,7.0,9,25.0,26.5,3.0,1.5
Michael Sam_S20,Michael Sam,20,4,30.0,7.5,4,7.0,8.0,7,24.0,27.0,6.0,3.0
Noah Galloway_S20,Noah Galloway,20,4,32.0,8.0,4,8.0,8.0,6,30.0,28.75,2.0,3.25
Chris Soules_S20,Chris Soules,20,4,27.0,6.75,4,6.0,7.0,10,28.0,25.5,-1.0,1.5
Rumer Willis_S20,Rumer Willis,20,4,35.0,8.75,4,8.0,9.0,3,33.0,33.0,2.0,2.0
Robert Herjavec_S20,Robert Herjavec,20,4,34.0,8.5,4,8.0,9.0,4,29.0,29.75,5.0,4.25
Patti LaBelle_S20,Patti LaBelle,20,4,30.0,7.5,4,7.0,8.0,8,22.0,26.25,8.0,3.75
Willow Shields_S20,Willow Shields,20,4,39.0,9.75,4,9.0,10.0,1,32.0,32.0,7.0,7.0
Riker Lynch_S20,Riker Lynch,20,4,34.0,8.5,4,8.0,9.0,5,34.0,32.75,0.0,1.25
Nastia Liukin_S20,Nastia Liukin,20,4,36.0,9.0,4,8.0,10.0,2,34.0,33.5,2.0,2.5
Robert Herjavec_S20,Robert Herjavec,20,5,24.0,6.0,4,6.0,6.0,9,34.0,28.6,-10.0,-4.600000000000001
Nastia Liukin_S20,Nastia Liukin,20,5,38.0,9.5,4,9.0,10.0,2,36.0,34.4,2.0,3.6000000000000014
Noah Galloway_S20,Noah Galloway,20,5,28.0,7.0,4,7.0,7.0,6,32.0,28.6,-4.0,-0.6000000000000014
Chris Soules_S20,Chris Soules,20,5,27.0,6.75,4,6.0,7.0,7,27.0,25.8,0.0,1.1999999999999993
Suzanne Somers_S20,Suzanne Somers,20,5,28.0,7.0,4,7.0,7.0,5,28.0,26.8,0.0,1.1999999999999993
Patti LaBelle_S20,Patti LaBelle,20,5,27.0,6.75,4,6.0,7.0,8,30.0,26.4,-3.0,0.6000000000000014
Rumer Willis_S20,Rumer Willis,20,5,39.0,9.75,4,9.0,10.0,1,35.0,34.2,4.0,4.799999999999997
Willow Shields_S20,Willow Shields,20,5,34.0,8.5,4,8.0,9.0,4,39.0,32.4,-5.0,1.6000000000000014
Riker Lynch_S20,Riker Lynch,20,5,38.0,9.5,4,9.0,10.0,3,34.0,33.8,4.0,4.200000000000003
Chris Soules_S20,Chris Soules,20,6,35.0,8.75,4,8.0,9.0,5,27.0,27.333333333333332,8.0,7.666666666666668
Rumer Willis_S20,Rumer Willis,20,6,35.5,8.875,4,8.5,9.5,4,39.0,34.416666666666664,-3.5,1.0833333333333357
Robert Herjavec_S20,Robert Herjavec,20,6,33.5,8.375,4,8.0,8.5,8,24.0,29.416666666666668,9.5,4.083333333333332
Willow Shields_S20,Willow Shields,20,6,36.5,9.125,4,8.5,9.5,2,34.0,33.083333333333336,2.5,3.4166666666666643
Patti LaBelle_S20,Patti LaBelle,20,6,34.0,8.5,4,8.0,9.0,7,27.0,27.666666666666668,7.0,6.333333333333332
Nastia Liukin_S20,Nastia Liukin,20,6,36.5,9.125,4,8.5,9.5,3,38.0,34.75,-1.5,1.75
Riker Lynch_S20,Riker Lynch,20,6,38.0,9.5,4,8.5,10.0,1,38.0,34.5,0.0,3.5
Noah Galloway_S20,Noah Galloway,20,6,34.0,8.5,4,8.0,9.0,6,28.0,29.5,6.0,4.5
Rumer Willis_S20,Rumer Willis,20,7,37.0,9.25,4,8.5,9.5,5,35.5,34.785714285714285,1.5,2.2142857142857153
Chris Soules_S20,Chris Soules,20,7,31.0,7.75,4,7.0,8.0,7,35.0,27.857142857142858,-4.0,3.1428571428571423
Riker Lynch_S20,Riker Lynch,20,7,37.0,9.25,4,9.0,10.0,4,38.0,34.857142857142854,-1.0,2.142857142857146
Robert Herjavec_S20,Robert Herjavec,20,7,31.0,7.75,4,7.0,8.0,6,33.5,29.642857142857142,-2.5,1.3571428571428577
Willow Shields_S20,Willow Shields,20,7,39.0,9.75,4,9.5,10.5,2,36.5,33.92857142857143,2.5,5.071428571428569
Nastia Liukin_S20,Nastia Liukin,20,7,41.0,10.25,4,9.75,10.75,1,36.5,35.642857142857146,4.5,5.357142857142854
Noah Galloway_S20,Noah Galloway,20,7,38.0,9.5,4,8.5,10.5,3,34.0,30.714285714285715,4.0,7.285714285714285
Noah Galloway_S20,Noah Galloway,20,8,31.5,7.875,4,7.5,8.0,5,38.0,30.8125,-6.5,0.6875
Chris Soules_S20,Chris Soules,20,8,32.0,8.0,4,7.5,8.5,4,31.0,28.375,1.0,3.625
Riker Lynch_S20,Riker Lynch,20,8,39.0,9.75,4,9.0,10.0,2,37.0,35.375,2.0,3.625
Rumer Willis_S20,Rumer Willis,20,8,40.0,10.0,4,10.0,10.0,1,37.0,35.4375,3.0,4.5625
Robert Herjavec_S20,Robert Herjavec,20,8,31.0,7.75,4,7.5,8.5,6,31.0,29.8125,0.0,1.1875
Nastia Liukin_S20,Nastia Liukin,20,8,38.0,9.5,4,9.5,9.5,3,41.0,35.9375,-3.0,2.0625
Nastia Liukin_S20,Nastia Liukin,20,9,40.0,10.0,4,10.0,10.0,2,38.0,36.388888888888886,2.0,3.6111111111111143
