season,week,discrepancy_prob,method1_eliminated,method2_eliminated,method_pair
28,7,0.93,Kel Mitchell_S28,Lauren Alaina_S28,fan_rank_vs_judge_rank
28,8,0.92,Kel Mitchell_S28,James Van Der Beek_S28,fan_rank_vs_judge_rank
28,9,0.81,James Van Der Beek_S28,Ally Brooke_S28,fan_rank_vs_judge_rank
28,10,0.74,James Van Der Beek_S28,Ally Brooke_S28,fan_rank_vs_judge_rank
28,11,0.92,Hannah Brown_S28,Kel Mitchell_S28,fan_rank_vs_judge_rank
29,1,0.91,Charles Oakley_S29,Jeannie Mai_S29,fan_rank_vs_judge_rank
29,2,0.96,Skai Jackson_S29,Carole Baskin_S29,fan_rank_vs_judge_rank
29,3,0.91,Anne Heche_S29,Johnny Weir_S29,fan_rank_vs_judge_rank
29,4,0.95,Nelly_S29,AJ McLean_S29,fan_rank_vs_judge_rank
29,5,0.9,Johnny Weir_S29,Monica Aldama_S29,fan_rank_vs_judge_rank
29,6,0.92,Nelly_S29,Nev Schulman_S29,fan_rank_vs_judge_rank
29,7,0.95,Monica Aldama_S29,Nev Schulman_S29,fan_rank_vs_judge_rank
29,8,0.94,Nelly_S29,Johnny Weir_S29,fan_rank_vs_judge_rank
29,9,0.86,Johnny Weir_S29,Johnny Weir_S29,fan_rank_vs_judge_rank
29,10,0.81,Kaitlyn Bristowe_S29,Skai Jackson_S29,fan_rank_vs_judge_rank
29,11,0.71,Nelly_S29,Kaitlyn Bristowe_S29,fan_rank_vs_judge_rank
30,1,0.91,Iman Shumpert_S30,Christine Chiu_S30,fan_rank_vs_judge_rank
30,2,0.95,Melora Hardin_S30,Cody Rigsby_S30,fan_rank_vs_judge_rank
30,3,0.9,Kenya Moore_S30,JoJo Siwa_S30,fan_rank_vs_judge_rank
30,4,0.94,"Mike ""The Miz"" Mizanin_S30",Melora Hardin_S30,fan_rank_vs_judge_rank
30,5,0.92,"Mike ""The Miz"" Mizanin_S30",Olivia Jade_S30,fan_rank_vs_judge_rank
30,6,0.87,Amanda Kloots_S30,Iman Shumpert_S30,fan_rank_vs_judge_rank
30,7,0.83,JoJo Siwa_S30,JoJo Siwa_S30,fan_rank_vs_judge_rank
30,8,0.84,Iman Shumpert_S30,Amanda Kloots_S30,fan_rank_vs_judge_rank
30,9,0.69,JoJo Siwa_S30,Amanda Kloots_S30,fan_rank_vs_judge_rank
30,10,0.57,Iman Shumpert_S30,Iman Shumpert_S30,fan_rank_vs_judge_rank
31,1,0.94,Sam Champion_S31,Daniel Durant_S31,fan_rank_vs_judge_rank
31,2,0.96,Charli D'Amelio_S31,Sam Champion_S31,fan_rank_vs_judge_rank
31,3,0.87,Vinny Guadagnino_S31,Charli D'Amelio_S31,fan_rank_vs_judge_rank
31,4,0.89,Heidi D'Amelio_S31,Heidi D'Amelio_S31,fan_rank_vs_judge_rank
31,5,0.89,Jordin Sparks_S31,Gabby Windey_S31,fan_rank_vs_judge_rank
31,6,0.86,Daniel Durant_S31,Gabby Windey_S31,fan_rank_vs_judge_rank
31,7,0.93,Gabby Windey_S31,Charli D'Amelio_S31,fan_rank_vs_judge_rank
31,8,0.84,Daniel Durant_S31,Charli D'Amelio_S31,fan_rank_vs_judge_rank
31,9,0.73,Charli D'Amelio_S31,Shangela_S31,fan_rank_vs_judge_rank
31,10,0.85,Charli D'Amelio_S31,Gabby Windey_S31,fan_rank_vs_judge_rank
32,1,0.94,Barry Williams_S32,Ariana Madix_S32,fan_rank_vs_judge_rank
32,2,0.91,Mira Sorvino_S32,Mira Sorvino_S32,fan_rank_vs_judge_rank
32,3,0.92,Charity Lawson_S32,Barry Williams_S32,fan_rank_vs_judge_rank
32,4,0.9,Ariana Madix_S32,Ariana Madix_S32,fan_rank_vs_judge_rank
32,5,0.96,Harry Jowsey_S32,Jason Mraz_S32,fan_rank_vs_judge_rank
32,6,0.98,Barry Williams_S32,Lele Pons_S32,fan_rank_vs_judge_rank
32,7,0.95,Barry Williams_S32,Ariana Madix_S32,fan_rank_vs_judge_rank
32,8,0.93,Jason Mraz_S32,Ariana Madix_S32,fan_rank_vs_judge_rank
32,9,0.87,Alyson Hannigan_S32,Jason Mraz_S32,fan_rank_vs_judge_rank
32,10,0.88,Ariana Madix_S32,Charity Lawson_S32,fan_rank_vs_judge_rank
32,11,0.64,Alyson Hannigan_S32,Jason Mraz_S32,fan_rank_vs_judge_rank
33,1,0.87,Dwight Howard _S33,Stephen Nedoroscik_S33,fan_rank_vs_judge_rank
33,2,0.94,Ilona Maher_S33,Jenn Tran_S33,fan_rank_vs_judge_rank
33,3,0.95,Eric Roberts_S33,Chandler Kinney_S33,fan_rank_vs_judge_rank
33,4,0.93,Dwight Howard _S33,Danny Amendola_S33,fan_rank_vs_judge_rank
33,5,0.93,Joey Graziadei_S33,Danny Amendola_S33,fan_rank_vs_judge_rank
33,6,0.93,Stephen Nedoroscik_S33,Chandler Kinney_S33,fan_rank_vs_judge_rank
33,7,0.88,Ilona Maher_S33,Joey Graziadei_S33,fan_rank_vs_judge_rank
33,8,0.95,Stephen Nedoroscik_S33,Chandler Kinney_S33,fan_rank_vs_judge_rank
33,9,0.94,Ilona Maher_S33,Joey Graziadei_S33,fan_rank_vs_judge_rank
34,1,0.92,Andy Richter_S34,Jen Affleck_S34,fan_rank_vs_judge_rank
34,2,0.92,Jordan Chiles_S34,Alix Earle_S34,fan_rank_vs_judge_rank
34,3,0.95,Jen Affleck_S34,Jordan Chiles_S34,fan_rank_vs_judge_rank
34,4,0.94,Dylan Efron_S34,Whitney Leavitt_S34,fan_rank_vs_judge_rank
34,5,0.88,Dylan Efron_S34,Danielle Fishel_S34,fan_rank_vs_judge_rank
34,6,0.92,Whitney Leavitt_S34,Danielle Fishel_S34,fan_rank_vs_judge_rank
34,7,0.89,Jordan Chiles_S34,Dylan Efron_S34,fan_rank_vs_judge_rank
34,8,0.81,Andy Richter_S34,Whitney Leavitt_S34,fan_rank_vs_judge_rank
34,9,0.84,Dylan Efron_S34,Dylan Efron_S34,fan_rank_vs_judge_rank
34,10,0.96,Dylan Efron_S34,Alix Earle_S34,fan_rank_vs_judge_rank
34,11,0.78,Dylan Efron_S34,Alix Earle_S34,fan_rank_vs_judge_rank
1,1,0.77,Kelly Monaco_S1,John O'Hurley_S1,fan_rank_vs_rank_rank
1,2,0.87,Joey McIntyre_S1,John O'Hurley_S1,fan_rank_vs_rank_rank
1,3,0.74,Evander Holyfield_S1,Joey McIntyre_S1,fan_rank_vs_rank_rank
1,4,0.76,Joey McIntyre_S1,John O'Hurley_S1,fan_rank_vs_rank_rank
1,5,0.45,John O'Hurley_S1,John O'Hurley_S1,fan_rank_vs_rank_rank
1,6,0.04,Kelly Monaco_S1,Kelly Monaco_S1,fan_rank_vs_rank_rank
2,1,0.92,Master P_S2,Drew Lachey_S2,fan_rank_vs_rank_rank
2,2,0.9,Lisa Rinna_S2,Drew Lachey_S2,fan_rank_vs_rank_rank
2,3,0.89,Master P_S2,Drew Lachey_S2,fan_rank_vs_rank_rank
2,4,0.83,Lisa Rinna_S2,Stacy Keibler_S2,fan_rank_vs_rank_rank
2,5,0.82,Jerry Rice_S2,Stacy Keibler_S2,fan_rank_vs_rank_rank
2,6,0.86,Jerry Rice_S2,Stacy Keibler_S2,fan_rank_vs_rank_rank
2,7,0.81,Jerry Rice_S2,Drew Lachey_S2,fan_rank_vs_rank_rank
2,8,0.79,Drew Lachey_S2,Drew Lachey_S2,fan_rank_vs_rank_rank
3,1,0.94,Sara Evans_S3,Emmitt Smith_S3,fan_rank_vs_rank_rank
3,2,0.9,Emmitt Smith_S3,Vivica A. Fox_S3,fan_rank_vs_rank_rank
3,3,0.87,Mario Lopez_S3,Willa Ford_S3,fan_rank_vs_rank_rank
3,4,0.92,Jerry Springer_S3,Joey Lawrence_S3,fan_rank_vs_rank_rank
3,5,0.82,Jerry Springer_S3,Mario Lopez_S3,fan_rank_vs_rank_rank
3,6,0.6,Monique Coleman_S3,Monique Coleman_S3,fan_rank_vs_rank_rank
3,7,0.59,Mario Lopez_S3,Emmitt Smith_S3,fan_rank_vs_rank_rank
3,8,0.53,Joey Lawrence_S3,Joey Lawrence_S3,fan_rank_vs_rank_rank
3,9,0.21,Emmitt Smith_S3,Emmitt Smith_S3,fan_rank_vs_rank_rank
3,10,0.01,Emmitt Smith_S3,Emmitt Smith_S3,fan_rank_vs_rank_rank
4,1,0.92,Billy Ray Cyrus_S4,Apolo Anton Ohno_S4,fan_rank_vs_rank_rank
4,2,0.92,Ian Ziering_S4,Clyde Drexler_S4,fan_rank_vs_rank_rank
4,3,0.84,Joey Fatone_S4,Leeza Gibbons_S4,fan_rank_vs_rank_rank
4,4,0.9,Billy Ray Cyrus_S4,Apolo Anton Ohno_S4,fan_rank_vs_rank_rank
4,5,0.78,Billy Ray Cyrus_S4,Billy Ray Cyrus_S4,fan_rank_vs_rank_rank
4,6,0.87,Ian Ziering_S4,Ian Ziering_S4,fan_rank_vs_rank_rank
4,7,0.81,Laila Ali_S4,Ian Ziering_S4,fan_rank_vs_rank_rank
4,8,0.74,Ian Ziering_S4,Ian Ziering_S4,fan_rank_vs_rank_rank
4,9,0.75,Laila Ali_S4,Apolo Anton Ohno_S4,fan_rank_vs_rank_rank
4,10,0.15,Apolo Anton Ohno_S4,Apolo Anton Ohno_S4,fan_rank_vs_rank_rank
5,1,0.89,Mel B_S5,Sabrina Bryan_S5,fan_rank_vs_rank_rank
5,2,0.83,Mark Cuban_S5,Mel B_S5,fan_rank_vs_rank_rank
5,3,0.91,Floyd Mayweather Jr. _S5,Sabrina Bryan_S5,fan_rank_vs_rank_rank
5,4,0.85,Jane Seymour_S5,Cameron Mathison_S5,fan_rank_vs_rank_rank
5,5,0.87,Cameron Mathison_S5,Cameron Mathison_S5,fan_rank_vs_rank_rank
5,6,0.9,Jane Seymour_S5,Mel B_S5,fan_rank_vs_rank_rank
5,7,0.69,Cameron Mathison_S5,Helio Castroneves_S5,fan_rank_vs_rank_rank
5,8,0.66,Helio Castroneves_S5,Marie Osmond_S5,fan_rank_vs_rank_rank
5,9,0.42,Helio Castroneves_S5,Helio Castroneves_S5,fan_rank_vs_rank_rank
5,10,0.45,Helio Castroneves_S5,Helio Castroneves_S5,fan_rank_vs_rank_rank
6,1,0.85,Steve Guttenberg_S6,Marissa Jaret Winokur_S6,fan_rank_vs_rank_rank
6,2,0.9,Steve Guttenberg_S6,Jason Taylor_S6,fan_rank_vs_rank_rank
6,3,0.84,Marlee Matlin_S6,Marlee Matlin_S6,fan_rank_vs_rank_rank
6,4,0.87,Marissa Jaret Winokur_S6,Kristi Yamaguchi_S6,fan_rank_vs_rank_rank
6,5,0.86,Marlee Matlin_S6,Marlee Matlin_S6,fan_rank_vs_rank_rank
6,6,0.8,Shannon Elizabeth_S6,Shannon Elizabeth_S6,fan_rank_vs_rank_rank
6,7,0.85,Cristian de la Fuente_S6,Marissa Jaret Winokur_S6,fan_rank_vs_rank_rank
6,8,0.87,Marissa Jaret Winokur_S6,Cristian de la Fuente_S6,fan_rank_vs_rank_rank
6,9,0.7,Jason Taylor_S6,Kristi Yamaguchi_S6,fan_rank_vs_rank_rank
6,10,0.27,Kristi Yamaguchi_S6,Kristi Yamaguchi_S6,fan_rank_vs_rank_rank
7,1,0.94,Cloris Leachman_S7,Toni Braxton_S7,fan_rank_vs_rank_rank
7,2,0.89,Rocco DiSpirito_S7,Cloris Leachman_S7,fan_rank_vs_rank_rank
7,3,0.85,Toni Braxton_S7,Toni Braxton_S7,fan_rank_vs_rank_rank
7,4,0.88,Warren Sapp_S7,Warren Sapp_S7,fan_rank_vs_rank_rank
7,5,0.86,Cloris Leachman_S7,Brooke Burke_S7,fan_rank_vs_rank_rank
7,6,0.83,Warren Sapp_S7,Lance Bass_S7,fan_rank_vs_rank_rank
7,7,0.86,Warren Sapp_S7,Lance Bass_S7,fan_rank_vs_rank_rank
7,8,0.7,Cody Linley_S7,Brooke Burke_S7,fan_rank_vs_rank_rank
7,9,0.48,Brooke Burke_S7,Brooke Burke_S7,fan_rank_vs_rank_rank
7,10,0.2,Brooke Burke_S7,Brooke Burke_S7,fan_rank_vs_rank_rank
8,1,0.88,Ty Murray_S8,Shawn Johnson_S8,fan_rank_vs_rank_rank
8,2,0.9,Ty Murray_S8,Denise Richards_S8,fan_rank_vs_rank_rank
8,3,0.88,Lawrence Taylor_S8,Ty Murray_S8,fan_rank_vs_rank_rank
8,4,0.83,Steve Wozniak_S8,Ty Murray_S8,fan_rank_vs_rank_rank
8,5,0.91,Steve-O_S8,Chuck Wicks_S8,fan_rank_vs_rank_rank
8,6,0.88,Ty Murray_S8,Shawn Johnson_S8,fan_rank_vs_rank_rank
8,7,0.84,Ty Murray_S8,Gilles Marini_S8,fan_rank_vs_rank_rank
8,8,0.82,Melissa Rycroft_S8,Gilles Marini_S8,fan_rank_vs_rank_rank
8,9,0.78,Ty Murray_S8,Gilles Marini_S8,fan_rank_vs_rank_rank
8,10,0.66,Melissa Rycroft_S8,Shawn Johnson_S8,fan_rank_vs_rank_rank
8,11,0.28,Shawn Johnson_S8,Shawn Johnson_S8,fan_rank_vs_rank_rank
9,1,0.96,Natalie Coughlin_S9,Natalie Coughlin_S9,fan_rank_vs_rank_rank
9,2,0.89,Debi Mazar_S9,Aaron Carter_S9,fan_rank_vs_rank_rank
9,3,0.92,Michael Irvin_S9,Mark Dacascos_S9,fan_rank_vs_rank_rank
9,4,0.9,Natalie Coughlin_S9,Donny Osmond_S9,fan_rank_vs_rank_rank
9,5,0.94,Mya_S9,Melissa Joan Hart_S9,fan_rank_vs_rank_rank
9,6,0.88,Michael Irvin_S9,Louie Vito_S9,fan_rank_vs_rank_rank
9,7,0.75,Mya_S9,Kelly Osbourne_S9,fan_rank_vs_rank_rank
9,8,0.7,Kelly Osbourne_S9,Kelly Osbourne_S9,fan_rank_vs_rank_rank
9,9,0.88,Donny Osmond_S9,Kelly Osbourne_S9,fan_rank_vs_rank_rank
9,10,0.23,Donny Osmond_S9,Mya_S9,fan_rank_vs_rank_rank
10,1,0.86,Niecy Nash_S10,Jake Pavelka_S10,fan_rank_vs_rank_rank
10,2,0.91,Aiden Turner_S10,Nicole Scherzinger_S10,fan_rank_vs_rank_rank
10,3,0.88,Evan Lysacek_S10,Nicole Scherzinger_S10,fan_rank_vs_rank_rank
10,4,0.85,Kate Gosselin_S10,Chad Ochocinco_S10,fan_rank_vs_rank_rank
10,5,0.86,Pamela Anderson_S10,Jake Pavelka_S10,fan_rank_vs_rank_rank
10,6,0.77,Niecy Nash_S10,Niecy Nash_S10,fan_rank_vs_rank_rank
10,7,0.83,Niecy Nash_S10,Evan Lysacek_S10,fan_rank_vs_rank_rank
10,8,0.78,Chad Ochocinco_S10,Evan Lysacek_S10,fan_rank_vs_rank_rank
10,9,0.44,Evan Lysacek_S10,Nicole Scherzinger_S10,fan_rank_vs_rank_rank
10,10,0.36,Nicole Scherzinger_S10,Nicole Scherzinger_S10,fan_rank_vs_rank_rank
11,1,0.91,Kurt Warner_S11,Brandy_S11,fan_rank_vs_rank_rank
11,2,0.9,Audrina Patridge_S11,Rick Fox_S11,fan_rank_vs_rank_rank
11,3,0.92,The Situation_S11,Rick Fox_S11,fan_rank_vs_rank_rank
11,4,0.8,Rick Fox_S11,Jennifer Grey_S11,fan_rank_vs_rank_rank
11,5,0.87,Bristol Palin_S11,Jennifer Grey_S11,fan_rank_vs_rank_rank
11,6,0.81,Jennifer Grey_S11,Jennifer Grey_S11,fan_rank_vs_rank_rank
11,7,0.65,Kurt Warner_S11,Bristol Palin_S11,fan_rank_vs_rank_rank
11,8,0.89,Bristol Palin_S11,Jennifer Grey_S11,fan_rank_vs_rank_rank
11,9,0.79,Jennifer Grey_S11,Kyle Massey_S11,fan_rank_vs_rank_rank
11,10,0.28,Jennifer Grey_S11,Kyle Massey_S11,fan_rank_vs_rank_rank
12,1,0.81,Ralph Macchio_S12,Kirstie Alley_S12,fan_rank_vs_rank_rank
12,2,0.93,Kirstie Alley_S12,Ralph Macchio_S12,fan_rank_vs_rank_rank
12,3,0.87,Sugar Ray Leonard_S12,Hines Ward_S12,fan_rank_vs_rank_rank
12,4,0.88,Hines Ward_S12,Chris Jericho_S12,fan_rank_vs_rank_rank
12,5,0.84,Kirstie Alley_S12,Chris Jericho_S12,fan_rank_vs_rank_rank
12,6,0.81,Hines Ward_S12,Kendra Wilkinson_S12,fan_rank_vs_rank_rank
12,7,0.87,Romeo_S12,Ralph Macchio_S12,fan_rank_vs_rank_rank
12,8,0.85,Ralph Macchio_S12,Kirstie Alley_S12,fan_rank_vs_rank_rank
12,9,0.57,Kirstie Alley_S12,Kirstie Alley_S12,fan_rank_vs_rank_rank
12,10,0.15,Hines Ward_S12,Hines Ward_S12,fan_rank_vs_rank_rank
13,1,0.95,Chaz Bono_S13,Kristin Cavallari_S13,fan_rank_vs_rank_rank
13,2,0.94,Chaz Bono_S13,J.R. Martinez_S13,fan_rank_vs_rank_rank
13,3,0.91,Chaz Bono_S13,J.R. Martinez_S13,fan_rank_vs_rank_rank
13,4,0.85,Nancy Grace_S13,David Arquette_S13,fan_rank_vs_rank_rank
13,5,0.86,J.R. Martinez_S13,Chaz Bono_S13,fan_rank_vs_rank_rank
13,6,0.85,Hope Solo_S13,Ricki Lake_S13,fan_rank_vs_rank_rank
13,7,0.76,Nancy Grace_S13,Nancy Grace_S13,fan_rank_vs_rank_rank
13,8,0.78,Rob Kardashian_S13,Nancy Grace_S13,fan_rank_vs_rank_rank
13,9,0.69,Ricki Lake_S13,Ricki Lake_S13,fan_rank_vs_rank_rank
13,10,0.52,J.R. Martinez_S13,Rob Kardashian_S13,fan_rank_vs_rank_rank
14,1,0.89,Melissa Gilbert_S14,Gavin DeGraw_S14,fan_rank_vs_rank_rank
14,2,0.89,Sherri Sheperd_S14,Sherri Sheperd_S14,fan_rank_vs_rank_rank
14,3,0.85,Gavin DeGraw_S14,Jaleel White_S14,fan_rank_vs_rank_rank
14,4,0.81,William Levy_S14,Donald Driver_S14,fan_rank_vs_rank_rank
14,5,0.83,Melissa Gilbert_S14,Donald Driver_S14,fan_rank_vs_rank_rank
14,6,0.83,Melissa Gilbert_S14,Donald Driver_S14,fan_rank_vs_rank_rank
14,7,0.84,Maria Menounos_S14,Donald Driver_S14,fan_rank_vs_rank_rank
14,8,0.59,Maria Menounos_S14,Donald Driver_S14,fan_rank_vs_rank_rank
14,9,0.55,Donald Driver_S14,William Levy_S14,fan_rank_vs_rank_rank
14,10,0.6,Donald Driver_S14,Katherine Jenkins_S14,fan_rank_vs_rank_rank
15,1,0.91,Kelly Monaco_S15,Joey Fatone_S15,fan_rank_vs_rank_rank
15,2,0.91,Bristol Palin_S15,Sabrina Bryan_S15,fan_rank_vs_rank_rank
15,3,0.91,Emmitt Smith_S15,Bristol Palin_S15,fan_rank_vs_rank_rank
15,4,0.86,Apolo Anton Ohno_S15,Apolo Anton Ohno_S15,fan_rank_vs_rank_rank
15,5,0.86,Kelly Monaco_S15,Sabrina Bryan_S15,fan_rank_vs_rank_rank
15,6,0.8,Gilles Marini_S15,Kirstie Alley_S15,fan_rank_vs_rank_rank
15,7,0.77,Emmitt Smith_S15,Emmitt Smith_S15,fan_rank_vs_rank_rank
15,8,0.86,Apolo Anton Ohno_S15,Kelly Monaco_S15,fan_rank_vs_rank_rank
15,9,0.74,Kelly Monaco_S15,Shawn Johnson_S15,fan_rank_vs_rank_rank
15,10,0.36,Shawn Johnson_S15,Melissa Rycroft_S15,fan_rank_vs_rank_rank
16,1,0.86,Victor Ortiz_S16,Alexandra Raisman_S16,fan_rank_vs_rank_rank
16,2,0.9,Lisa Vanderpump_S16,Ingo Rademacher_S16,fan_rank_vs_rank_rank
16,3,0.89,Ingo Rademacher_S16,Victor Ortiz_S16,fan_rank_vs_rank_rank
16,4,0.89,Victor Ortiz_S16,Ingo Rademacher_S16,fan_rank_vs_rank_rank
16,5,0.81,Jacoby Jones_S16,Jacoby Jones_S16,fan_rank_vs_rank_rank
16,6,0.82,Sean Lowe_S16,Sean Lowe_S16,fan_rank_vs_rank_rank
16,7,0.84,Sean Lowe_S16,Jacoby Jones_S16,fan_rank_vs_rank_rank
16,8,0.79,Ingo Rademacher_S16,Zendaya_S16,fan_rank_vs_rank_rank
16,9,0.82,Alexandra Raisman_S16,Alexandra Raisman_S16,fan_rank_vs_rank_rank
16,10,0.45,Jacoby Jones_S16,Kellie Pickler_S16,fan_rank_vs_rank_rank
17,1,0.92,Jack Osbourne_S17,Amber Riley_S17,fan_rank_vs_rank_rank
17,2,0.88,Jack Osbourne_S17,Christina Milian_S17,fan_rank_vs_rank_rank
17,3,0.9,Valerie Harper_S17,"Nicole ""Snooki"" Polizzi_S17",fan_rank_vs_rank_rank
17,4,0.89,Christina Milian_S17,Leah Remini_S17,fan_rank_vs_rank_rank
17,5,0.79,Leah Remini_S17,Amber Riley_S17,fan_rank_vs_rank_rank
17,6,0.81,Leah Remini_S17,Amber Riley_S17,fan_rank_vs_rank_rank
17,7,0.89,Leah Remini_S17,Leah Remini_S17,fan_rank_vs_rank_rank
17,8,0.79,Elizabeth Berkley Lauren_S17,Leah Remini_S17,fan_rank_vs_rank_rank
17,9,0.72,Bill Engvall_S17,Jack Osbourne_S17,fan_rank_vs_rank_rank
17,10,0.69,Bill Engvall_S17,Jack Osbourne_S17,fan_rank_vs_rank_rank
17,11,0.44,Bill Engvall_S17,Corbin Bleu_S17,fan_rank_vs_rank_rank
18,1,0.94,James Maslow_S18,Amy Purdy_S18,fan_rank_vs_rank_rank
18,2,0.85,Amy Purdy_S18,Amy Purdy_S18,fan_rank_vs_rank_rank
18,3,0.87,NeNe Leakes_S18,Meryl Davis_S18,fan_rank_vs_rank_rank
18,4,0.9,Candace Cameron Bure_S18,Amy Purdy_S18,fan_rank_vs_rank_rank
18,5,0.89,Meryl Davis_S18,Danica McKellar_S18,fan_rank_vs_rank_rank
18,6,0.76,Charlie White_S18,Amy Purdy_S18,fan_rank_vs_rank_rank
18,7,0.7,James Maslow_S18,Amy Purdy_S18,fan_rank_vs_rank_rank
18,8,0.82,Meryl Davis_S18,Meryl Davis_S18,fan_rank_vs_rank_rank
18,9,0.78,Candace Cameron Bure_S18,Meryl Davis_S18,fan_rank_vs_rank_rank
18,10,0.38,Meryl Davis_S18,Meryl Davis_S18,fan_rank_vs_rank_rank
19,1,0.91,Bethany Mota_S19,Bethany Mota_S19,fan_rank_vs_rank_rank
19,2,0.88,Jonathan Bennett_S19,Jonathan Bennett_S19,fan_rank_vs_rank_rank
19,3,0.87,Bethany Mota_S19,Bethany Mota_S19,fan_rank_vs_rank_rank
19,4,0.89,Sadie Robertson_S19,Lea Thompson_S19,fan_rank_vs_rank_rank
19,5,0.85,Bethany Mota_S19,Bethany Mota_S19,fan_rank_vs_rank_rank
19,6,0.86,Michael Waltrip_S19,Bethany Mota_S19,fan_rank_vs_rank_rank
19,7,0.83,Bethany Mota_S19,Sadie Robertson_S19,fan_rank_vs_rank_rank
19,8,0.67,Bethany Mota_S19,Bethany Mota_S19,fan_rank_vs_rank_rank
19,9,0.66,Tommy Chong_S19,Alfonso Ribeiro_S19,fan_rank_vs_rank_rank
19,10,0.52,Bethany Mota_S19,Janel Parrish_S19,fan_rank_vs_rank_rank
19,11,0.48,Alfonso Ribeiro_S19,Alfonso Ribeiro_S19,fan_rank_vs_rank_rank
20,1,0.92,Rumer Willis_S20,Redfoo_S20,fan_rank_vs_rank_rank
20,2,0.87,Nastia Liukin_S20,Patti LaBelle_S20,fan_rank_vs_rank_rank
20,3,0.89,Michael Sam_S20,Nastia Liukin_S20,fan_rank_vs_rank_rank
20,4,0.91,Rumer Willis_S20,Willow Shields_S20,fan_rank_vs_rank_rank
20,5,0.8,Chris Soules_S20,Nastia Liukin_S20,fan_rank_vs_rank_rank
20,6,0.83,Nastia Liukin_S20,Nastia Liukin_S20,fan_rank_vs_rank_rank
20,7,0.82,Chris Soules_S20,Rumer Willis_S20,fan_rank_vs_rank_rank
20,8,0.66,Nastia Liukin_S20,Rumer Willis_S20,fan_rank_vs_rank_rank
20,9,0.69,Riker Lynch_S20,Riker Lynch_S20,fan_rank_vs_rank_rank
20,10,0.2,Rumer Willis_S20,Rumer Willis_S20,fan_rank_vs_rank_rank
21,1,0.89,Carlos PenaVega_S21,Hayes Grier_S21,fan_rank_vs_rank_rank
21,2,0.89,Nick Carter_S21,Alexa PenaVega_S21,fan_rank_vs_rank_rank
21,3,0.91,Alexa PenaVega_S21,Alexa PenaVega_S21,fan_rank_vs_rank_rank
21,4,0.88,Hayes Grier_S21,Hayes Grier_S21,fan_rank_vs_rank_rank
21,5,0.78,Hayes Grier_S21,Alexa PenaVega_S21,fan_rank_vs_rank_rank
21,6,0.86,Hayes Grier_S21,Hayes Grier_S21,fan_rank_vs_rank_rank
21,7,0.84,Alexa PenaVega_S21,Carlos PenaVega_S21,fan_rank_vs_rank_rank
21,8,0.8,Andy Grammer_S21,Nick Carter_S21,fan_rank_vs_rank_rank
21,9,0.76,Alexa PenaVega_S21,Carlos PenaVega_S21,fan_rank_vs_rank_rank
21,10,0.47,Carlos PenaVega_S21,Bindi Irwin_S21,fan_rank_vs_rank_rank
21,11,0.48,Alek Skarlatos_S21,Bindi Irwin_S21,fan_rank_vs_rank_rank
22,1,0.9,Jodie Sweetin_S22,Marla Maples_S22,fan_rank_vs_rank_rank
22,2,0.95,Ginger Zee_S22,Jodie Sweetin_S22,fan_rank_vs_rank_rank
22,3,0.81,Antonio Brown_S22,Marla Maples_S22,fan_rank_vs_rank_rank
22,4,0.92,Kim Fields_S22,Marla Maples_S22,fan_rank_vs_rank_rank
22,5,0.83,Ginger Zee_S22,Nyle DiMarco_S22,fan_rank_vs_rank_rank
22,6,0.88,Kim Fields_S22,Paige VanZant_S22,fan_rank_vs_rank_rank
22,7,0.9,Jodie Sweetin_S22,Antonio Brown_S22,fan_rank_vs_rank_rank
22,8,0.9,Wanya Morris_S22,Ginger Zee_S22,fan_rank_vs_rank_rank
22,9,0.61,Ginger Zee_S22,Paige VanZant_S22,fan_rank_vs_rank_rank
22,10,0.42,Nyle DiMarco_S22,Nyle DiMarco_S22,fan_rank_vs_rank_rank
23,1,0.85,James Hinchcliffe_S23,James Hinchcliffe_S23,fan_rank_vs_rank_rank
23,2,0.86,Calvin Johnson Jr._S23,Terra Jole_S23,fan_rank_vs_rank_rank
23,3,0.87,Terra Jole_S23,Rick Perry_S23,fan_rank_vs_rank_rank
23,4,0.92,Jana Kramer_S23,Calvin Johnson Jr._S23,fan_rank_vs_rank_rank
23,5,0.83,Ryan Lochte_S23,Terra Jole_S23,fan_rank_vs_rank_rank
23,6,0.88,Marilu Henner_S23,James Hinchcliffe_S23,fan_rank_vs_rank_rank
23,7,0.82,Terra Jole_S23,James Hinchcliffe_S23,fan_rank_vs_rank_rank
23,8,0.92,Marilu Henner_S23,Calvin Johnson Jr._S23,fan_rank_vs_rank_rank
23,9,0.83,Calvin Johnson Jr._S23,Laurie Hernandez_S23,fan_rank_vs_rank_rank
23,10,0.66,Calvin Johnson Jr._S23,Laurie Hernandez_S23,fan_rank_vs_rank_rank
23,11,0.44,Calvin Johnson Jr._S23,Laurie Hernandez_S23,fan_rank_vs_rank_rank
24,1,0.86,Rashad Jennings_S24,Rashad Jennings_S24,fan_rank_vs_rank_rank
24,2,0.92,Charo_S24,Rashad Jennings_S24,fan_rank_vs_rank_rank
24,3,0.92,Rashad Jennings_S24,Erika Jayne_S24,fan_rank_vs_rank_rank
24,4,0.86,Nick Viall_S24,Simone Biles_S24,fan_rank_vs_rank_rank
24,5,0.82,David Ross_S24,Rashad Jennings_S24,fan_rank_vs_rank_rank
